communityname,racepctblack,pctUrban,pctWPubAsst,PctPopUnderPov,PctHousOccup,PctSameHouse85,arsons,arsonsPerPop
Sheltontown,0.97,100.0,2.8,2.5,95.94,62.02,1.6094379124341005,10.84
NorthBergentownship,2.09,100.0,6.61,9.49,89.17,58.11,1.6094379124341005,7.95
Columbuscity,38.02,96.78,9.88,18.63,92.89,45.66,3.8501476017100584,24.17
MortonGrovevillage,0.26,100.0,2.99,2.94,98.57,69.54,1.6094379124341005,17.88
TwinFallscity,0.17,0.0,6.7,14.44,95.12,46.13,2.5649493574615367,37.03
Minnetonkacity,0.92,100.0,2.18,2.06,92.88,53.1,2.302585092994046,17.56
EastProvidencecity,4.35,100.0,6.93,6.79,95.88,65.57,3.044522437723423,40.24
Cohoescity,0.64,100.0,8.41,13.14,93.38,55.3,1.791759469228055,21.08
GlensFallscity,1.16,100.0,7.71,10.97,93.3,53.85,1.791759469228055,21.08
Dyersburgcity,19.32,0.0,14.06,22.74,95.1,50.67,0.0,0.0
Cromwelltown,2.51,89.17,2.27,2.61,95.52,51.61,0.0,0.0
Bloomfieldtownship,2.39,100.0,1.49,1.42,95.02,59.03,2.5649493574615367,27.5
Cranstoncity,2.42,100.0,6.39,6.52,96.18,63.0,2.833213344056216,20.84
Marshallcity,41.65,0.0,14.04,25.49,89.04,54.68,2.3978952727983707,42.08
CoralGablescity,3.42,100.0,3.79,6.47,93.35,45.18,2.0794415416798357,16.51
Hagerstowncity,6.3,100.0,10.46,15.82,92.07,47.81,3.091042453358316,54.14
Vernontown,2.26,96.72,4.03,5.32,95.21,54.87,2.3978952727983707,32.95
Killeencity,30.08,100.0,4.39,14.5,87.93,30.01,4.919980925828125,161.11
Morgantowncity,3.48,0.0,2.42,30.75,92.0,36.12,2.0794415416798357,26.31
Athenscity,9.42,0.0,11.0,23.33,93.44,52.07,1.3862943611198906,21.38
Clintontownship,3.01,100.0,4.33,5.65,95.64,53.34,2.5649493574615367,13.6
Hamdentown,8.69,95.82,3.83,4.36,94.95,60.29,0.6931471805599453,1.88
Friendswoodcity,2.72,100.0,1.82,2.94,96.37,50.32,1.6094379124341005,13.82
SanGabrielcity,1.06,100.0,11.63,15.17,95.92,44.59,2.302585092994046,23.58
SanLuisObispocity,1.9,100.0,4.81,27.39,94.83,29.02,3.8918202981106265,118.49
Bedfordcity,2.64,100.0,1.52,3.56,93.3,37.94,1.6094379124341005,8.75
Lakevillecity,0.66,100.0,2.79,3.03,96.87,40.51,3.044522437723423,59.28
Marshfieldcity,0.19,0.0,7.05,8.08,96.97,51.42,1.0986122886681098,10.11
BigRapidscity,5.03,0.0,12.29,44.45,91.8,25.0,1.3862943611198906,23.72
Grovescity,3.42,100.0,3.67,8.58,95.21,63.81,1.6094379124341005,23.32
Longviewcity,19.9,100.0,6.11,16.98,89.81,46.98,3.1354942159291497,29.47
Norfolkcity,39.05,100.0,9.33,19.32,90.6,39.31,4.912654885736052,55.36
Birminghamcity,63.27,99.45,10.79,24.82,89.59,57.21,5.375278407684165,79.42
McCombcity,46.2,0.0,16.06,37.49,90.78,62.07,1.3862943611198906,24.47
RoundRockcity,5.54,0.0,2.52,9.05,90.33,35.37,1.9459101490553132,14.21
Bridgeporttown,26.6,100.0,13.24,17.07,91.44,50.12,5.262690188904886,144.3
Onalaskacity,0.22,100.0,3.56,5.21,96.87,49.64,0.0,0.0
Northvilletownship,6.17,96.23,2.2,1.58,94.1,46.74,1.0986122886681098,11.24
Lincolnwoodvillage,0.11,100.0,1.53,2.16,97.9,69.38,1.3862943611198906,25.66
Lawrencevillecity,5.68,100.0,5.02,8.85,92.66,34.36,2.0794415416798357,32.27
SouthBurlingtoncity,0.56,100.0,1.14,3.62,95.24,43.35,1.791759469228055,21.08
Indianolacity,0.28,0.0,4.47,7.29,96.33,48.84,1.791759469228055,21.08
MountPleasanttown,9.19,100.0,2.81,5.81,94.74,36.3,0.0,0.0
AlbertLeacity,0.03,0.0,7.18,11.62,94.99,59.93,1.3862943611198906,16.62
Hendersoncity,24.27,0.0,10.02,20.24,88.22,58.04,0.0,0.0
LakeWorthcity,14.91,100.0,4.46,17.08,80.38,42.8,0.0,0.0
Bethlehemtownship,1.21,90.09,2.68,2.88,96.52,57.64,0.6931471805599453,5.99
MichiganCitycity,22.54,0.0,7.07,16.41,89.76,57.65,2.0794415416798357,20.47
Kenoshacity,6.39,100.0,9.97,12.73,95.9,53.32,3.5263605246161616,38.46
WestWindsortownship,2.58,0.0,2.52,3.32,92.01,37.7,0.0,0.0
SantaBarbaracity,2.24,100.0,6.01,12.68,94.82,41.54,2.9444389791664403,20.92
Harveycity,79.99,100.0,20.55,25.57,88.0,57.0,2.5649493574615367,38.75
Danvillecity,36.62,100.0,9.47,18.96,93.2,59.51,2.8903717578961645,31.04
Logansportcity,1.17,0.0,7.81,15.86,93.33,58.62,0.0,0.0
Moorparkcity,1.55,100.0,3.37,4.29,96.29,28.32,2.1972245773362196,27.43
RedBankcity,5.46,100.0,3.53,9.92,89.35,52.45,1.0986122886681098,16.67
Augustacity,55.99,100.0,17.75,33.31,87.17,50.51,2.833213344056216,36.07
Bartletttown,2.42,100.0,1.55,2.33,96.01,47.99,1.791759469228055,21.08
Goshentown,7.17,0.0,3.74,4.71,93.11,59.11,1.791759469228055,21.08
WestOrangetownship,5.73,100.0,3.47,4.14,97.15,65.23,0.6931471805599453,2.52
Redmondcity,1.32,100.0,2.07,3.63,94.53,36.9,2.833213344056216,39.59
Madisonborough,4.44,100.0,2.09,3.74,97.05,50.74,0.0,0.0
Brooklinetown,3.1,100.0,4.07,8.61,96.07,49.81,1.6094379124341005,7.1
Scituatetown,0.39,84.67,4.77,3.91,86.4,67.4,2.4849066497880004,61.62
LaGrangecity,42.35,0.0,11.51,21.33,89.25,48.88,1.3862943611198906,10.87
BellGardenscity,0.53,100.0,15.54,26.08,96.84,41.95,2.3978952727983707,23.45
Lufkincity,27.22,0.0,7.75,20.94,89.86,50.5,1.791759469228055,15.5
EastWindsortownship,6.44,0.0,2.26,2.82,94.43,53.38,0.0,0.0
Hutchinsoncity,0.17,0.0,5.6,7.43,94.1,50.52,1.6094379124341005,31.57
Bothellcity,0.83,100.0,2.5,3.63,95.59,42.69,2.772588722239781,113.13
Kirkwoodcity,5.93,100.0,1.6,2.82,95.84,62.96,1.791759469228055,17.53
FountainValleycity,0.95,100.0,4.66,3.54,96.6,56.39,2.302585092994046,16.14
Franklincity,17.99,0.0,4.79,7.25,89.48,38.41,1.6094379124341005,15.55
Martinsburgcity,8.56,0.0,6.77,16.07,90.55,52.17,2.772588722239781,100.2
Bartowcity,29.48,0.0,8.94,16.42,91.28,56.46,1.0986122886681098,13.14
Kingstonborough,0.23,100.0,4.92,9.08,95.18,67.2,2.3978952727983707,72.32
Tiftoncity,24.78,0.0,14.24,26.19,90.95,45.05,0.0,0.0
Gilroycity,1.2,0.0,12.12,12.9,97.39,45.86,4.3694478524670215,178.53
Bristolborough,7.75,100.0,8.35,10.36,95.53,65.53,2.302585092994046,83.09
Margatecity,3.74,100.0,3.14,7.72,87.45,51.34,2.0794415416798357,14.53
Muskegoncity,27.1,100.0,19.13,26.51,92.2,50.47,3.258096538021482,61.18
Caldwellcity,0.32,0.0,7.49,16.03,94.0,44.99,2.70805020110221,56.9
FortLeeborough,1.31,100.0,2.78,5.99,90.44,53.89,0.0,0.0
Summittownship,3.38,84.78,5.46,6.61,96.86,60.56,0.6931471805599453,4.61
NorthRichlandHillscity,1.81,100.0,1.66,5.05,93.27,43.89,1.791759469228055,8.85
Wataugacity,1.64,100.0,1.38,2.07,95.03,46.58,0.0,0.0
Gloucestercity,0.23,100.0,8.02,7.53,88.22,65.13,0.0,0.0
FortWaynecity,16.75,100.0,5.8,11.53,90.23,50.81,4.969813299576001,77.3
PriorLakecity,0.41,100.0,3.45,3.74,93.39,48.44,1.3862943611198906,22.38
Claremontcity,5.0,100.0,3.36,5.28,96.69,48.71,2.6390573296152584,37.91
Brooklyncity,0.91,100.0,3.49,5.48,98.4,70.12,0.6931471805599453,8.84
Murraycity,0.66,100.0,4.01,8.05,94.86,49.65,2.1972245773362196,23.45
Jacksonvillecity,16.99,100.0,4.62,11.59,90.49,35.25,2.5649493574615367,40.06
Torringtontown,1.68,0.0,4.53,5.24,91.57,57.8,0.6931471805599453,2.96
OceanSpringscity,6.19,100.0,4.57,10.12,92.61,51.19,0.6931471805599453,6.03
BrokenArrowcity,3.12,100.0,3.36,6.53,94.3,43.75,1.9459101490553132,9.08
MountMorristownship,34.48,80.26,19.44,23.38,95.31,62.54,2.833213344056216,61.8
Cantoncity,18.21,100.0,14.65,21.86,91.58,57.76,4.343805421853684,89.88
Amherstcity,0.21,100.0,3.99,4.52,97.75,67.27,0.6931471805599453,8.97
SierraMadrecity,0.85,100.0,3.39,5.24,95.09,56.52,0.6931471805599453,8.66
Kennercity,18.08,100.0,5.77,14.25,91.92,54.19,1.0986122886681098,2.73
Bouldercity,1.26,100.0,2.79,18.96,95.62,30.96,2.9444389791664403,20.51
MiamiSpringscity,1.88,100.0,3.84,9.75,95.36,48.26,0.0,0.0
UpperAllentownship,0.66,89.11,1.11,1.75,97.84,47.25,0.0,0.0
Sangercity,0.11,0.0,18.31,21.04,98.05,54.42,2.302585092994046,49.91
Enterprisecity,21.19,0.0,7.83,15.04,90.2,47.05,1.791759469228055,21.08
Portagecity,0.4,100.0,5.87,7.89,96.83,57.27,2.0794415416798357,22.35
PleasantHillcity,1.4,100.0,3.48,3.63,95.25,45.39,2.302585092994046,28.31
Hinesvillecity,35.62,0.0,8.55,17.45,93.37,23.03,0.0,0.0
Juneaucity,1.09,0.0,6.53,5.59,93.08,41.77,2.0794415416798357,24.23
Pottsvillecity,1.66,0.0,9.29,15.36,92.27,65.32,0.0,0.0
ElCentrocity,4.49,0.0,16.87,23.25,94.63,47.88,3.218875824868201,63.52
Boonecity,0.15,0.0,6.66,10.72,95.39,54.82,1.791759469228055,21.08
Garlandcity,8.87,100.0,3.02,7.83,90.8,45.93,4.983606621708336,73.28
Janesvillecity,0.55,100.0,7.3,8.27,96.38,53.81,3.044522437723423,34.89
WestGoshentownship,4.39,99.87,3.06,1.98,95.31,59.28,0.6931471805599453,5.44
Ashevillecity,19.81,100.0,7.92,15.87,90.96,49.78,2.1972245773362196,12.23
Winchestercity,9.67,0.0,10.49,21.65,94.07,50.76,0.6931471805599453,5.97
Angletoncity,10.44,0.0,4.94,9.65,88.81,50.21,1.6094379124341005,21.01
Carmelcity,0.52,100.0,1.6,1.58,94.46,39.93,1.0986122886681098,6.31
Pacificacity,5.21,100.0,5.27,4.52,97.09,55.34,2.6390573296152584,32.74
Wyandottecity,0.24,100.0,8.63,9.73,96.08,65.25,0.0,0.0
Wolcotttown,1.57,63.39,3.8,1.81,95.2,70.54,0.6931471805599453,7.21
BeechGrovecity,0.25,100.0,4.15,5.2,95.33,50.73,1.0986122886681098,15.21
Huntingtoncity,6.75,100.0,9.64,23.18,87.8,53.71,3.5263605246161616,61.15
Bellevilletownship,3.67,100.0,4.21,5.19,95.13,65.14,2.302585092994046,25.88
Georgetowncity,9.36,0.0,10.21,17.28,92.85,44.19,0.6931471805599453,7.67
Youngstowncity,38.12,100.0,21.6,29.04,90.77,64.66,5.631211781821365,178.53
Cheyennecity,3.12,100.0,5.18,10.34,92.61,47.51,2.5649493574615367,22.2
SouthWindsortown,2.3,86.1,2.2,1.43,97.59,55.26,0.6931471805599453,4.52
Connersvillecity,2.58,0.0,9.25,14.23,93.82,56.01,2.1972245773362196,47.78
Spencercity,0.05,0.0,7.78,9.87,95.29,52.09,1.791759469228055,21.08
Phillipsburgtown,1.99,100.0,9.87,10.88,93.15,58.66,1.0986122886681098,12.56
GarfieldHeightscity,14.77,100.0,5.82,5.89,96.02,72.54,2.302585092994046,28.63
Lindenwoldborough,16.16,100.0,5.89,7.82,93.14,45.26,1.791759469228055,26.92
Roselleborough,38.03,100.0,5.99,5.31,96.28,62.88,2.302585092994046,43.52
FrontRoyaltown,8.43,0.0,6.53,9.21,94.3,52.55,1.6094379124341005,29.51
Minneapoliscity,13.02,100.0,10.55,18.53,93.06,43.87,1.791759469228055,21.08
Moorheadcity,0.47,100.0,8.11,19.89,96.11,43.03,1.9459101490553132,17.97
WhitefishBayvillage,0.5,100.0,2.41,1.15,98.21,61.04,0.0,0.0
Auburncity,16.35,100.0,2.72,39.91,91.62,27.25,1.791759469228055,21.08
Pleasantvillecity,55.07,100.0,8.42,12.03,87.19,52.3,2.5649493574615367,69.93
Columbiacity,20.6,0.0,9.75,14.26,92.79,51.23,2.70805020110221,39.49
Grahamcity,16.05,100.0,6.01,11.83,94.97,56.79,0.0,0.0
Burlingtoncity,1.0,100.0,8.29,19.34,94.83,35.91,1.791759469228055,21.08
Lompoccity,7.85,100.0,11.15,15.07,94.29,35.92,2.9444389791664403,43.14
Gardenacity,23.5,100.0,7.97,9.78,95.21,53.58,2.8903717578961645,31.63
SanRamoncity,2.01,100.0,1.76,1.75,94.93,38.79,1.9459101490553132,14.96
Monroecity,55.55,100.0,16.2,37.76,88.53,51.67,1.791759469228055,21.08
Cookevillecity,2.87,0.0,6.06,18.95,92.23,36.93,2.0794415416798357,29.14
Orangecity,33.28,0.0,10.09,22.73,86.57,58.69,2.302585092994046,44.39
Palmdalecity,6.39,99.51,8.44,8.87,89.97,21.79,4.060443010546419,54.84
Bellcity,1.05,100.0,15.17,26.13,95.87,39.72,1.3862943611198906,8.36
Bridgetoncity,36.93,0.0,16.93,25.11,94.16,57.32,2.772588722239781,78.39
LowerSalfordtownship,1.7,72.27,2.27,3.81,97.0,59.03,0.6931471805599453,9.16
Oceansidecity,7.89,100.0,7.82,10.07,91.45,31.62,4.204692619390966,44.91
ForrestCitycity,56.66,0.0,24.31,41.55,91.55,55.58,1.791759469228055,37.01
Shawneecity,3.41,0.0,11.0,21.21,87.72,49.52,2.70805020110221,49.91
Tracycity,2.55,0.0,7.41,7.39,92.07,39.4,2.4849066497880004,24.47
UniversityCitycity,48.23,100.0,5.91,12.77,93.51,57.9,3.258096538021482,60.78
Boonetown,4.66,0.0,2.71,40.99,89.39,21.52,0.0,0.0
Lawrencecity,6.4,100.0,20.25,27.51,90.17,45.68,4.248495242049359,108.73
Middletowncity,11.11,0.0,8.05,13.83,92.77,52.35,2.1972245773362196,32.32
Eulesscity,4.61,100.0,1.18,5.4,90.3,35.88,2.8903717578961645,41.75
SanDiegocity,9.39,99.95,8.81,13.38,94.06,37.92,5.5053315359323625,21.16
Marshallcity,7.88,0.0,6.93,13.58,91.28,50.79,0.0,0.0
Logantownship,0.9,68.13,6.09,7.47,93.86,67.55,0.6931471805599453,7.94
Grandviewcity,16.95,100.0,4.07,6.69,89.88,49.65,1.791759469228055,19.54
SanAntoniocity,7.04,100.0,9.58,22.64,89.42,51.62,6.8658910748834385,95.81
Chicagocity,39.07,100.0,14.36,21.62,90.48,54.96,7.424761761823209,60.95
GrandHavencity,0.49,0.0,5.64,9.61,91.45,50.4,1.0986122886681098,15.47
Plainfieldtown,0.46,0.0,6.19,6.76,93.52,58.75,1.0986122886681098,13.77
SantaRosacity,1.79,100.0,7.34,8.3,95.77,40.0,4.07753744390572,49.34
Placentiacity,1.85,100.0,4.38,7.74,97.35,50.98,3.58351893845611,80.98
Brookfieldcity,0.39,100.0,1.83,1.15,97.43,59.89,0.0,0.0
DeWitttownship,0.85,40.12,5.94,6.52,96.4,55.57,1.0986122886681098,18.63
LaMarquecity,31.19,100.0,7.28,15.47,88.83,59.54,0.6931471805599453,6.64
EastChicagocity,33.57,100.0,16.07,25.56,89.9,66.23,1.6094379124341005,12.17
Texarkanacity,35.89,100.0,10.58,21.82,87.16,51.28,3.044522437723423,60.48
BuenaParkcity,2.54,100.0,7.41,8.03,95.73,47.59,2.70805020110221,19.17
NorthMankatocity,0.22,0.0,2.97,6.33,97.28,52.56,0.6931471805599453,8.69
PuntaGordacity,5.87,100.0,6.32,8.43,73.9,41.11,0.0,0.0
Oskaloosacity,0.37,0.0,9.9,16.42,93.51,54.06,1.791759469228055,21.08
EaglePasscity,0.09,0.0,23.79,46.12,92.29,63.18,1.9459101490553132,23.63
Richmondcity,55.22,100.0,10.18,20.89,90.65,49.59,5.14166355650266,83.69
Uniontownship,9.38,100.0,2.89,3.89,97.66,71.3,2.302585092994046,17.53
Woodburycity,1.63,97.03,1.42,2.52,91.86,41.43,2.302585092994046,30.58
Westlandcity,3.34,100.0,5.41,7.11,95.93,54.96,3.8918202981106265,56.01
MountPleasanttown,4.87,79.48,4.83,4.52,96.35,57.51,1.0986122886681098,9.17
PortNechescity,0.3,100.0,3.37,7.5,94.11,62.71,1.6094379124341005,29.1
GoldenValleycity,2.68,100.0,2.53,4.26,96.96,61.61,1.791759469228055,24.0
SouthWhitehalltownship,0.7,84.98,2.46,1.79,97.49,63.49,1.6094379124341005,21.54
Duartecity,8.94,100.0,9.29,7.82,96.63,52.26,1.0986122886681098,8.86
Canyoncity,2.51,0.0,3.5,17.28,87.66,37.55,0.6931471805599453,8.35
WestColumbiacity,17.94,100.0,6.08,14.65,90.35,52.58,1.3862943611198906,24.75
Livingstontownship,1.08,100.0,2.27,1.36,98.64,72.64,0.6931471805599453,3.7
Warringtontownship,2.01,86.31,2.27,2.23,94.3,50.52,1.791759469228055,40.4
PleasantGrovecity,0.08,100.0,6.51,8.47,97.63,60.12,0.0,0.0
BoulderCitycity,0.63,0.0,1.94,6.48,92.73,39.77,1.9459101490553132,43.65
Syracusecity,20.33,100.0,12.75,22.7,90.83,46.42,4.762173934797756,72.68
Cupertinocity,0.91,100.0,2.66,3.16,95.66,47.31,2.833213344056216,37.29
Turlockcity,1.18,0.0,13.48,13.23,95.38,38.46,3.9889840465642745,113.75
Passaiccity,20.6,100.0,10.99,17.02,95.49,51.08,1.791759469228055,8.88
FortAtkinsoncity,0.13,0.0,4.59,7.95,97.86,54.58,1.6094379124341005,35.43
Concordcity,2.36,100.0,6.67,6.69,95.94,44.79,3.4339872044851463,26.68
Hartfordtown,38.89,100.0,21.82,27.51,91.74,44.91,5.429345628954441,178.53
Cumrutownship,1.15,75.55,3.1,3.52,95.38,55.3,0.0,0.0
Danvillecity,15.61,0.0,12.1,20.03,93.95,48.73,0.6931471805599453,7.6
Auroracity,11.43,99.77,3.89,7.43,89.23,40.07,4.787491742782046,48.25
Cheshiretown,3.9,82.66,1.79,2.23,97.09,59.44,2.302585092994046,34.61
Birminghamcity,0.44,100.0,1.27,2.3,93.4,53.73,0.0,0.0
WestHempfieldtownship,1.68,86.68,5.84,7.54,97.33,48.87,0.0,0.0
NorthPalmBeachvillage,0.26,100.0,2.31,3.86,82.01,57.81,1.3862943611198906,26.88
TwentyninePalms-MorongoValle,5.91,0.0,12.9,15.23,70.5,32.92,2.1972245773362196,63.49
MountainBrookcity,0.19,100.0,2.03,2.12,96.81,61.35,1.791759469228055,21.08
Stuttgartcity,30.12,0.0,7.38,18.85,91.76,61.44,0.0,0.0
Conwaycity,10.04,0.0,5.56,16.93,93.08,37.98,1.6094379124341005,11.64
HazelParkcity,0.36,100.0,10.51,14.22,93.64,61.29,2.8903717578961645,89.3
Waterburytown,12.97,100.0,9.95,12.09,91.44,55.75,2.5649493574615367,11.59
Westwoodborough,6.59,100.0,4.25,2.34,96.03,64.93,0.0,0.0
Caledoniatown,1.38,75.48,2.5,3.51,97.34,64.79,1.3862943611198906,13.18
Watertowntown,0.74,85.96,3.64,3.08,96.44,64.57,0.0,0.0
Aikencity,30.86,100.0,8.48,15.69,90.71,47.37,1.0986122886681098,8.0
Saralandcity,6.71,100.0,3.15,7.2,95.48,61.35,1.791759469228055,21.08
Walltownship,0.57,78.96,3.18,2.09,93.26,66.57,1.0986122886681098,9.44
Rocklincity,0.75,100.0,6.22,5.61,93.44,32.26,1.3862943611198906,11.39
Albanycity,0.34,0.0,8.4,14.66,95.65,41.78,3.610917912644224,111.28
Mentorcity,0.34,100.0,3.08,2.87,97.43,57.1,1.791759469228055,9.94
Millvillecity,8.44,100.0,7.95,11.53,94.98,60.6,2.8903717578961645,63.75
Tacomacity,11.38,100.0,11.39,16.79,93.07,46.27,5.081404364984463,85.99
Hollistontown,1.02,87.34,2.2,0.64,97.08,64.9,0.0,0.0
Jonesborocity,7.95,0.0,6.26,16.45,92.01,44.6,2.3978952727983707,19.67
Lauderhillcity,38.54,100.0,4.66,10.32,80.43,39.06,2.70805020110221,26.51
Hampdentownship,0.46,90.84,1.72,2.06,95.51,53.75,0.6931471805599453,4.82
Minotcity,1.1,0.0,6.05,14.25,92.85,50.09,2.302585092994046,25.34
Jaspercity,14.59,0.0,8.54,16.4,92.18,56.1,1.791759469228055,35.81
WestDesMoinescity,1.34,100.0,2.28,3.31,94.92,34.98,1.791759469228055,21.08
Somervilleborough,11.95,100.0,4.74,5.73,93.67,57.01,1.3862943611198906,24.48
Willmarcity,0.35,0.0,10.17,18.15,95.6,49.45,1.9459101490553132,32.14
Englewoodcity,1.21,100.0,5.54,10.9,88.89,44.36,3.688879454113936,116.29
Edisontownship,5.56,100.0,2.92,3.46,96.77,56.5,2.6390573296152584,14.07
SouthDaytonacity,3.51,100.0,5.24,10.34,89.59,49.33,1.0986122886681098,15.99
Paramusborough,0.79,100.0,0.97,3.04,98.53,72.67,2.9444389791664403,71.23
Sudburytown,1.28,90.35,2.5,1.53,97.68,68.35,0.0,0.0
Lovelandcity,0.3,0.0,4.97,7.86,95.5,46.09,2.5649493574615367,26.63
Brunswicktown,1.9,0.0,4.06,7.74,94.07,39.26,1.3862943611198906,14.22
PresqueIslecity,0.55,0.0,11.18,12.61,93.49,48.18,0.6931471805599453,9.96
Chanhassencity,0.24,100.0,2.73,1.99,94.52,44.49,0.6931471805599453,6.55
SuisunCitycity,14.26,100.0,10.55,9.37,95.22,29.61,2.8903717578961645,61.82
NorthProvidencetown,1.04,100.0,4.8,6.46,93.8,64.58,2.1972245773362196,24.17
Carlisleborough,5.71,0.0,5.82,9.85,94.32,43.96,2.0794415416798357,36.83
Bensalemtownship,6.88,100.0,4.59,5.32,92.3,54.19,3.258096538021482,43.28
Haywardcity,9.83,99.93,10.03,9.67,95.03,45.41,4.02535169073515,47.34
CedarFallscity,1.12,100.0,4.2,16.8,96.88,44.2,1.791759469228055,21.08
SouthPlainfieldborough,6.33,100.0,2.51,2.79,98.27,71.8,1.791759469228055,23.71
Wheelingvillage,1.68,100.0,2.46,3.22,95.92,40.96,1.791759469228055,16.31
Nanticokecity,0.16,100.0,9.57,12.18,92.6,70.44,1.0986122886681098,16.66
Hopkinscity,1.54,100.0,4.35,6.89,93.01,38.42,1.6094379124341005,25.17
SouthRiverborough,3.94,100.0,4.32,6.76,96.49,68.56,0.0,0.0
Marlborotownship,3.62,84.18,2.54,2.77,95.95,65.12,1.6094379124341005,13.67
Poughkeepsiecity,31.47,100.0,11.59,14.71,90.56,51.04,2.302585092994046,30.63
HainesCitycity,39.57,0.0,8.02,20.75,83.26,53.21,2.302585092994046,71.15
SantaPaulacity,0.31,0.0,11.21,12.15,95.06,48.82,1.791759469228055,19.36
Rentoncity,6.55,100.0,5.93,7.02,94.68,43.3,3.4657359027997265,70.06
Portsmouthtown,0.9,78.15,2.08,4.34,87.26,56.6,0.6931471805599453,5.82
ElizabethCitycity,52.11,0.0,14.35,28.16,92.07,49.16,1.9459101490553132,34.53
Walthamcity,3.07,100.0,5.3,6.51,95.42,51.87,0.0,0.0
Southingtontown,0.91,87.72,2.77,2.8,96.6,64.94,1.3862943611198906,7.78
Monroviacity,10.14,100.0,8.38,12.37,94.97,44.42,1.0986122886681098,5.13
WinterHavencity,22.64,100.0,6.38,13.46,85.8,46.5,1.9459101490553132,23.59
EastPointcity,66.34,100.0,9.47,16.88,85.34,47.41,3.1780538303479458,69.11
Beaumontcity,41.26,100.0,9.41,21.15,88.45,54.5,4.0943445622221,50.35
Centervillecity,0.08,100.0,2.86,3.57,97.7,55.53,0.0,0.0
EastHartfordtown,8.39,100.0,5.62,5.41,95.62,58.46,2.8903717578961645,33.66
Jaspercity,0.15,0.0,2.71,5.87,94.59,61.29,0.6931471805599453,9.13
TintonFallsborough,17.32,100.0,2.38,1.49,94.9,43.38,0.6931471805599453,7.51
FortPaynecity,4.81,0.0,7.43,14.07,91.2,56.5,1.791759469228055,21.08
Palestinecity,23.57,0.0,9.46,21.86,86.13,48.75,1.791759469228055,26.82
Noblesvillecity,0.99,0.0,3.8,7.5,93.29,41.81,1.6094379124341005,19.77
Dixoncity,1.31,0.0,4.11,6.65,95.75,51.43,2.302585092994046,77.4
Marysvillecity,5.17,100.0,18.25,16.38,94.41,43.88,2.1972245773362196,60.41
WhiteBearLakecity,0.35,100.0,3.4,3.86,95.77,57.95,2.70805020110221,56.64
Wadsworthcity,0.5,100.0,5.47,7.76,97.09,54.22,1.9459101490553132,35.48
Milwaukeecity,30.45,100.0,15.32,22.22,94.62,50.45,6.240275845170769,82.25
Kissimmeecity,9.34,100.0,4.63,11.81,83.21,29.8,2.302585092994046,24.35
Carthagecity,2.2,0.0,5.77,12.01,91.13,54.4,0.6931471805599453,8.96
Artesiacity,1.46,0.0,9.45,21.38,86.83,58.97,1.0986122886681098,16.72
ManhattanBeachcity,0.64,100.0,2.2,3.78,95.22,52.54,1.791759469228055,14.95
Tamaraccity,2.31,100.0,3.32,5.79,87.62,47.15,1.3862943611198906,6.18
Muskegontownship,3.37,82.38,9.02,12.29,96.8,58.83,0.6931471805599453,6.36
Merrimacktown,0.99,8.5,2.54,2.3,93.99,51.02,0.6931471805599453,4.47
RoyalPalmBeachvillage,7.2,100.0,2.4,3.08,86.47,35.15,0.0,0.0
Stauntoncity,12.6,0.0,7.4,11.66,94.29,49.22,1.0986122886681098,7.97
Rochestercity,1.03,100.0,4.8,7.85,96.38,46.25,1.6094379124341005,5.23
Freeholdtownship,4.7,84.29,3.17,1.59,94.63,55.07,0.0,0.0
Clawsoncity,0.22,100.0,3.27,3.73,98.18,61.66,1.6094379124341005,27.9
Marinettecity,0.04,0.0,9.22,12.25,91.74,64.44,1.791759469228055,40.44
Fremontcity,3.79,100.0,5.59,4.25,96.47,44.56,3.9318256327243257,27.1
Carytown,5.51,100.0,1.3,3.18,93.89,31.75,3.091042453358316,33.95
MountPleasantcity,2.31,0.0,8.77,38.74,94.2,23.42,1.9459101490553132,25.01
Fairviewborough,1.35,100.0,3.63,8.72,91.31,57.06,1.0986122886681098,18.83
SouthBrunswicktownship,6.18,85.61,1.48,2.94,94.44,48.98,1.3862943611198906,11.16
Trentoncity,49.27,100.0,12.45,18.05,91.56,59.35,2.8903717578961645,20.03
PalmSpringscity,4.51,99.82,6.46,12.6,61.02,42.14,4.418840607796598,178.53
Galesburgcity,8.37,0.0,9.38,17.86,92.67,52.16,1.6094379124341005,11.85
Mantecacity,1.48,0.0,12.42,9.88,96.13,38.83,2.6390573296152584,29.28
MenomoneeFallsvillage,0.28,100.0,2.27,2.82,97.75,64.45,1.9459101490553132,20.92
Cloquetcity,0.07,0.0,9.63,13.12,96.09,59.31,0.6931471805599453,8.97
Vermillioncity,0.58,0.0,3.97,30.65,95.54,26.93,0.0,0.0
Fairfieldcity,75.02,100.0,9.23,20.54,91.58,60.27,1.791759469228055,21.08
Westporttown,0.14,38.69,6.68,4.32,84.2,74.79,0.6931471805599453,6.85
Montclaircity,9.43,100.0,12.11,16.75,95.77,43.39,1.791759469228055,17.43
Vandaliacity,0.42,100.0,3.16,3.98,97.39,53.36,1.6094379124341005,28.45
Fillmorecity,0.21,0.0,12.31,13.23,96.37,50.82,1.9459101490553132,48.15
Bentonvillecity,0.24,0.0,5.38,9.23,95.18,42.61,0.6931471805599453,7.31
