communityname,racepctblack,racePctHisp,pctUrban,PctNotSpeakEnglWell,PctPopUnderPov,medIncome,pctWPubAsst,PctUnemployed,PctHousOccup,PctSameHouse85,PctVacantBoarded,PctHousNoPhone,PctFam2Par,ViolentCrimesPerPop,murdPerPop,robbbPerPop,autoTheftPerPop,arsonsPerPop
Astontownship,0.36,0.52,100.0,0.39,3.15,1.4897478199387226,4.84,3.4,97.89,69.64,1.8,0.78,84.63,267.33,0.0,39.12,208.65,39.12
GloucesterCitycity,0.23,0.97,100.0,0.42,9.18,-0.2878859297666745,8.84,5.92,93.25,67.4,30.03,5.46,68.56,160.93,0.0,56.32,313.81,0.0
Shalertownship,0.22,0.45,100.0,0.32,2.95,0.6517794013669573,2.63,3.8,98.13,73.57,1.81,0.4,88.04,80.5,0.0,12.88,141.68,3.22
Arnoldcity,0.14,0.91,100.0,0.38,5.38,0.322649069054914,2.87,5.69,95.39,58.72,0.31,2.57,77.99,399.86,4.94,49.37,153.03,19.75
Goshentownship,0.44,0.22,47.15,0.08,8.41,0.020740042422814,4.92,5.71,97.03,59.15,2.31,3.41,82.92,69.0,0.0,7.67,122.66,7.67
Chestercity,65.17,3.77,100.0,0.94,25.16,-1.2464058449210464,19.65,12.4,88.04,60.94,35.34,8.36,40.76,2758.9,40.84,1172.43,2410.71,156.83
UnionCitycity,21.14,0.48,0.0,0.33,17.18,-1.2604289417864718,9.65,7.56,93.4,56.88,1.64,9.99,69.47,919.02,9.1,109.19,282.07,63.69
Tampacity,25.05,15.0,100.0,3.17,19.44,-1.021564930473721,9.46,6.54,88.52,47.85,5.31,10.12,58.62,2758.9,14.83,1022.83,2457.56,73.82
Dallascity,29.5,20.88,100.0,6.13,17.97,-0.465708225312279,5.77,7.43,86.35,44.14,12.32,8.02,63.68,1744.19,30.42,712.03,1675.96,127.05
Searcycity,4.72,1.1,0.0,0.53,17.5,-1.2469950506716945,7.4,5.51,94.04,37.99,2.11,7.9,75.13,76.49,0.0,21.86,234.95,0.0
Bellinghamcity,0.79,2.41,100.0,1.45,16.68,-0.7927174169219892,6.3,4.73,95.82,36.71,2.38,2.66,69.13,339.31,3.44,75.78,449.54,53.39
BullheadCitycity,0.52,6.5,0.0,0.94,12.8,-0.7809333019090267,5.39,6.64,65.59,32.66,0.35,15.04,70.0,807.0,3.56,113.76,657.68,67.55
CulverCitycity,10.38,19.76,100.0,5.4,6.68,1.3587084609945792,4.22,4.13,95.41,53.61,3.99,0.59,69.39,932.05,10.13,772.48,1187.85,2.53
Newbergcity,0.24,6.14,0.0,1.64,10.71,-0.5263964176290361,5.79,4.35,97.2,38.74,1.53,4.78,72.8,235.04,0.0,20.15,188.03,40.29
Readingcity,9.71,18.48,100.0,5.07,19.41,-1.0993400895592742,11.99,8.63,91.62,55.06,9.05,6.52,55.5,1195.53,7.66,708.13,746.41,66.35
Rustoncity,33.9,1.31,0.0,0.78,30.26,-1.604407259014848,7.7,10.69,90.4,40.08,4.21,8.41,65.83,1293.95,0.0,187.67,158.04,19.76
Richmondcity,43.76,14.52,100.0,5.0,16.1,0.0853169926938487,15.69,9.43,94.84,51.11,9.87,3.37,54.71,2758.9,40.84,1105.38,1651.85,126.72
Methuentown,1.02,5.18,95.02,2.85,7.2,0.7376855998114542,6.21,7.65,94.86,65.72,2.02,1.9,77.91,364.19,4.86,104.4,1600.02,19.42
Florissantcity,4.06,0.96,100.0,0.38,3.29,0.6325712938958284,3.13,3.5,96.87,67.8,0.16,0.28,80.26,179.38,0.0,71.37,208.31,21.22
WestFargocity,0.1,0.72,100.0,0.36,7.44,-0.2097572472307329,3.85,4.1,96.85,51.87,1.39,1.94,79.91,43.37,0.0,0.0,209.61,43.37
Douglascity,1.07,83.47,0.0,18.63,43.13,-1.938133396181947,19.94,19.22,92.7,55.97,4.11,13.44,63.83,161.69,0.0,35.15,991.21,0.0
Selmacity,58.44,0.29,0.0,0.51,35.71,-1.8293660146123023,19.72,10.89,91.37,58.4,2.91,11.5,50.33,2758.9,32.2,338.1,527.27,21.08
Nortoncity,1.04,0.45,100.0,0.9,5.4,0.3248880509073769,4.19,5.33,97.32,63.38,6.19,1.12,85.26,168.99,0.0,42.25,84.5,33.8
Missioncity,0.16,80.08,100.0,18.2,37.33,-1.6441197266085317,16.45,12.14,78.02,61.69,2.6,11.46,74.52,178.75,0.0,30.64,515.83,40.86
Middletownship,13.09,1.5,0.0,0.48,7.99,-0.1080603346688663,5.91,7.94,76.7,56.46,3.2,3.06,76.66,231.48,0.0,19.84,99.21,26.46
MountLaureltownship,5.97,1.65,93.19,0.44,1.99,2.2863539948149896,1.47,2.55,93.9,45.29,0.91,0.3,84.86,103.28,0.0,32.27,261.43,6.45
Greeleycity,0.67,20.36,99.71,3.06,19.46,-0.94025453688428,7.57,5.67,94.4,38.95,1.79,5.96,72.39,203.69,4.56,38.0,259.93,62.32
CostaMesacity,1.33,20.05,100.0,8.08,9.17,1.0454866839500354,4.31,4.17,94.59,38.03,0.7,1.62,71.03,448.84,5.05,186.01,985.63,26.28
LosAlamitoscity,3.0,12.5,100.0,1.42,4.38,1.617958991279755,2.3,4.24,96.12,44.21,3.01,0.8,72.58,356.17,0.0,149.09,836.58,140.81
SouthOrangeVillagetownship,18.69,3.27,100.0,1.27,3.03,3.8766203158142822,2.1,3.64,94.35,58.51,0.32,0.87,84.96,672.35,0.0,492.26,2457.56,0.0
RedBluffcity,0.56,8.95,0.0,2.75,20.41,-1.4102050436012254,20.02,9.88,95.06,43.85,0.4,4.53,63.66,981.2,0.0,119.84,561.76,67.41
Plainfieldtown,0.44,0.4,0.0,0.4,4.59,0.3564694791421164,3.1,2.43,96.68,48.8,0.0,3.7,79.63,190.21,0.0,12.68,145.83,12.68
Fredericksburgcity,21.63,2.43,100.0,1.04,12.29,-0.5688192316757011,5.7,3.32,92.4,40.95,3.43,8.78,62.35,446.77,4.47,120.63,142.97,53.61
Colleyvillecity,0.67,2.26,100.0,0.52,1.25,5.431180768324299,1.53,3.12,95.01,41.63,0.47,0.2,93.6,31.75,0.0,5.29,42.33,5.29
Pittsburgcity,17.58,23.73,100.0,6.29,10.79,0.8356115955691727,12.03,7.0,93.62,44.42,6.85,3.61,71.49,868.12,3.82,380.52,502.9,34.42
MissionViejocity,0.93,7.71,100.0,1.73,1.96,3.4901013433891115,1.79,2.9,95.38,41.92,0.08,0.22,85.98,225.56,3.56,37.99,261.18,41.55
LongBeachcity,13.68,23.62,100.0,9.81,16.82,0.0585670516144237,11.35,6.54,93.3,40.38,3.39,4.28,64.25,1631.98,28.9,852.46,1748.95,55.73
Duluthcity,0.87,0.6,100.0,0.51,16.57,-0.9510959226962056,9.7,7.22,95.95,54.5,2.33,2.79,69.42,374.06,7.08,62.51,316.11,16.51
Shelbycity,42.5,0.47,0.0,0.89,19.27,-1.3683714353052083,12.54,8.57,93.93,53.44,4.07,9.54,48.59,1419.06,18.67,435.68,255.18,43.57
Coronacity,2.76,30.36,100.0,8.33,8.31,1.4275276926702805,6.57,5.76,90.13,32.85,0.23,2.36,81.42,519.47,1.07,253.84,1428.8,24.63
Beverlycity,0.86,1.15,100.0,0.71,6.62,0.9618194673580014,6.8,5.42,94.53,57.57,1.52,1.13,75.42,87.26,0.0,35.93,272.03,10.27
CoralSpringscity,3.48,7.12,100.0,1.82,5.16,1.412561866603818,2.15,3.85,90.7,33.35,0.47,1.05,81.78,294.6,1.06,44.67,274.39,4.25
NorthBranfordtown,1.26,0.89,79.22,0.55,2.05,2.281051143059156,3.17,2.81,97.2,71.27,1.55,0.31,87.61,53.2,0.0,7.6,121.59,0.0
Geneseetownship,8.16,2.08,84.64,0.32,13.77,-0.1509545133160499,11.82,11.36,95.25,64.11,6.16,4.14,66.84,374.06,8.08,60.59,367.6,36.36
SanBrunocity,4.08,18.61,100.0,4.76,4.77,1.246523686071176,4.56,4.12,96.46,53.45,1.86,0.85,77.36,282.16,0.0,134.95,534.88,24.54
Valdostacity,43.48,1.13,0.0,0.5,23.83,-1.1285646947914212,12.64,7.67,90.61,42.6,2.32,10.61,59.97,958.15,17.5,358.76,350.01,6.56
OklahomaCitycity,15.98,4.95,98.74,1.45,15.86,-0.671694555738864,6.57,7.06,84.13,46.68,11.03,7.67,68.95,1389.87,17.16,369.77,1188.04,90.08
PortLavacacity,4.68,46.63,0.0,5.62,20.44,-1.1189017204807918,5.47,9.97,87.59,57.62,10.63,12.53,74.74,1240.65,0.0,67.98,237.93,50.99
Alicecity,0.89,72.59,0.0,9.11,28.5,-1.4705397124675936,15.26,9.97,88.51,62.75,13.78,12.13,76.31,674.67,0.0,48.19,197.58,106.02
Sterlingcity,0.18,10.62,0.0,0.66,16.91,-1.3259486212585434,7.1,4.52,90.11,52.32,4.01,7.92,73.18,161.02,0.0,9.47,132.6,18.94
Coronadocity,6.85,8.26,100.0,1.29,4.07,1.9265849634692431,4.04,1.71,80.12,26.25,0.17,0.42,80.21,332.73,13.67,86.6,660.89,41.02
Bremertoncity,7.13,4.85,99.52,0.74,18.1,-1.0406551967947206,11.14,7.4,93.79,33.7,4.1,6.52,68.32,620.71,0.0,146.46,318.49,13.95
RapidCitycity,1.27,2.23,100.0,0.58,13.65,-0.6718123968889936,6.79,5.21,93.88,42.47,1.09,4.9,72.67,442.93,1.72,42.92,243.79,21.08
LaPalmacity,4.17,12.16,100.0,6.41,5.89,2.7012726844214,3.2,2.5,97.57,58.81,0.0,0.85,83.33,372.95,6.22,99.45,795.62,74.59
Glenviewvillage,0.77,2.42,100.0,1.99,1.71,3.2499410794249353,1.89,2.42,96.98,59.26,0.48,0.54,89.47,374.06,2.65,10.61,82.21,0.0
Dinubacity,0.24,60.37,0.0,16.08,22.58,-1.1087673815696442,23.93,14.95,97.31,47.28,2.91,6.86,72.43,587.33,0.0,73.42,535.94,7.34
TempleTerracecity,5.38,8.65,100.0,1.44,6.67,0.6734621729908083,1.72,2.92,93.52,39.88,0.0,1.14,74.99,210.79,12.05,144.54,517.95,0.0
Bendcity,0.19,2.37,0.0,0.36,13.15,-0.6662738628329012,5.1,4.24,94.69,34.94,1.46,5.47,70.49,500.47,0.0,106.66,332.28,32.82
Bernardstownship,1.72,1.92,90.8,1.0,1.52,4.54383690784822,1.51,2.86,95.3,47.92,0.64,0.93,91.41,75.72,0.0,0.0,48.68,0.0
Pocatellocity,0.86,4.53,100.0,0.28,15.34,-0.7643176997407495,5.4,6.09,91.55,47.0,3.47,4.35,76.98,345.45,1.96,33.37,176.65,19.63
Clearlakecity,4.35,5.69,0.0,0.19,22.15,-1.7488805090737685,22.96,12.8,70.8,40.94,1.31,10.41,55.92,1687.02,7.63,137.4,580.15,99.24
Gulfportcity,28.59,1.55,100.0,0.41,20.32,-1.2098750883808629,9.1,7.69,86.63,50.64,3.24,8.48,60.68,394.74,6.03,129.57,248.6,31.64
Fremontcity,7.73,9.5,0.0,1.03,14.66,-0.7136460051850106,9.69,10.08,94.99,58.92,1.99,7.68,65.47,340.43,0.0,87.85,236.11,38.44
Midlandcity,1.72,1.67,0.0,0.4,9.26,0.9010134338911148,5.61,4.97,95.9,49.31,1.11,2.05,82.21,374.06,0.0,25.13,80.43,15.08
Laurelcity,48.1,0.4,0.0,0.34,30.18,-1.7020975724723073,15.06,9.03,86.71,52.95,4.58,12.72,54.87,374.06,15.34,281.19,531.7,40.9
MountVernoncity,55.3,7.8,100.0,4.15,11.8,0.4017204807918925,9.57,7.41,95.97,65.5,5.39,5.0,57.46,1446.56,7.61,663.2,1402.45,41.07
Raytowncity,3.25,1.44,100.0,0.34,4.78,0.0661088852227197,3.48,3.91,96.07,60.29,0.39,0.69,76.36,271.52,0.0,132.45,437.09,76.16
Natchitochescity,49.86,1.24,0.0,0.34,39.79,-1.995286353994815,17.48,14.52,87.59,48.81,5.95,12.03,51.34,788.52,5.93,207.51,332.01,0.0
Lebanoncity,3.2,0.47,0.0,0.25,8.65,-0.5121376384633514,5.12,1.93,96.87,42.98,0.0,6.96,74.48,393.26,0.0,76.94,196.63,8.55
Pariscity,22.12,1.16,0.0,0.46,25.43,-1.4963469243459817,12.11,8.5,87.62,55.03,11.19,11.67,64.79,1783.14,11.99,167.92,559.73,55.97
Hawthorneborough,0.42,3.1,100.0,2.28,3.42,1.3749705397124676,1.6,3.95,96.82,67.82,1.34,0.42,83.95,77.05,0.0,27.52,126.58,0.0
DeSotocity,20.83,4.98,100.0,0.64,3.98,1.662620787178883,2.48,4.11,92.31,42.2,0.22,2.61,80.68,275.58,0.0,92.8,455.56,25.31
SunPrairiecity,0.67,1.0,0.0,0.27,3.13,0.4548668395003535,3.28,2.75,98.02,47.61,1.77,1.28,77.92,74.08,0.0,0.0,153.86,34.19
Hendersonvillecity,2.33,0.83,100.0,0.27,4.49,0.7809333019090267,2.04,3.69,91.73,44.72,0.87,2.7,82.54,400.56,0.0,34.95,29.69,2.69
BoyntonBeachcity,20.12,6.76,100.0,2.88,9.59,-0.3083902898892293,4.35,5.26,79.44,48.19,1.43,2.71,65.86,1357.38,7.69,386.45,811.35,11.54
Raritantownship,0.79,1.9,0.0,0.34,2.31,3.545015319349517,1.45,2.46,94.03,42.4,0.57,0.33,91.65,56.31,0.0,6.26,81.33,0.0
TraverseCitycity,0.23,0.69,0.0,0.27,8.7,-0.4793777987273155,4.71,4.19,94.6,49.44,3.12,0.97,74.12,374.06,0.0,12.67,82.37,12.67
Rockwallcity,3.73,4.5,100.0,0.98,7.64,1.495286353994815,1.88,4.58,89.29,39.47,1.28,4.55,83.3,394.21,0.0,71.67,193.52,50.17
Meridiancity,45.35,0.57,0.0,0.13,27.76,-1.5834315342917746,12.46,9.45,91.15,56.39,4.71,10.34,54.92,445.94,16.26,181.16,276.39,23.23
NewPortRicheycity,0.48,2.03,100.0,0.68,14.61,-1.5233325477256658,5.54,5.97,82.78,44.9,0.74,5.76,65.16,522.13,0.0,104.43,306.75,26.11
LowerAllentownship,5.43,1.62,93.23,0.61,3.65,0.7094037237803441,2.88,2.17,95.8,57.11,0.78,0.53,80.66,96.69,0.0,25.78,45.12,0.0
Willingborotownship,56.07,5.3,100.0,1.27,4.47,1.847749234032524,4.48,5.61,98.29,62.87,7.81,1.82,75.95,293.41,2.69,91.52,495.3,48.45
RidgefieldParkvillage,2.03,9.56,100.0,2.61,5.1,1.2989629978788593,4.92,4.59,96.9,65.9,1.89,0.81,80.93,71.54,0.0,15.9,254.37,7.95
Emmetttownship,1.2,1.37,67.6,0.28,11.94,-0.1462408673108649,10.29,8.18,95.55,61.0,2.09,3.58,77.13,374.06,9.04,144.69,316.51,144.69
Hinghamtown,0.46,0.83,95.18,0.27,2.64,3.3977138816874852,3.98,5.9,96.56,68.35,1.63,0.12,86.79,37.95,0.0,18.98,175.54,0.0
ElDoradocity,37.7,0.48,0.0,0.44,24.83,-1.441904312986095,10.45,7.53,89.18,60.45,3.6,14.49,62.36,516.96,16.54,194.38,244.0,12.41
Westbrookcity,0.61,0.48,100.0,1.08,9.67,-0.1894885694084374,6.53,4.97,95.95,53.51,2.61,1.94,71.97,82.54,0.0,25.4,266.68,38.1
Newburghcity,34.81,23.22,100.0,5.54,26.23,-1.086141880744756,13.06,11.79,90.13,49.06,14.89,18.93,48.4,1555.07,19.49,553.43,206.56,85.74
Butlertownship,0.41,0.34,0.0,0.37,7.56,0.0073061513080367,5.42,5.17,96.72,70.14,4.76,1.22,82.89,52.95,0.0,3.78,128.6,0.0
Lindencity,20.01,7.36,100.0,4.38,5.63,0.526749941079425,6.09,6.69,96.33,68.53,1.09,2.09,73.35,530.57,2.72,244.88,982.23,43.53
Kalamazoocity,18.75,2.68,100.0,0.84,26.23,-0.9703040301673344,13.37,9.17,93.4,37.68,5.77,6.94,57.08,374.06,9.74,302.07,534.72,103.53
ForestParkcity,19.14,2.69,100.0,0.77,11.95,-0.6432948385576244,5.83,6.32,90.16,52.89,0.73,6.9,65.51,1358.47,23.94,520.65,1262.72,83.78
Viennatown,4.11,4.78,100.0,4.69,3.1,3.515201508366722,1.57,2.5,97.0,55.7,1.83,0.32,85.0,94.07,6.27,25.08,150.51,25.08
Westfieldtown,4.58,2.04,100.0,1.29,1.79,4.162031581428235,1.75,2.99,97.18,66.74,0.67,0.2,89.45,88.16,0.0,30.52,328.9,3.39
GrandTerracecity,3.77,18.19,100.0,0.74,3.64,1.6127739806740513,6.4,4.24,95.02,44.77,0.5,1.69,79.44,316.75,0.0,162.66,1198.53,0.0
Carsoncity,26.14,27.87,100.0,7.02,6.95,1.466061748762668,9.1,7.17,97.41,59.7,3.32,2.0,76.49,1267.73,11.05,375.79,1250.04,48.63
Berkeleytownship,1.04,1.5,88.74,1.6,4.57,-0.9913975960405372,3.56,7.32,88.63,57.2,0.53,0.81,83.83,106.68,0.0,13.01,78.06,18.21
Auburncity,6.81,2.15,0.0,1.24,13.8,-1.0806033466886638,10.03,8.96,94.12,57.31,2.55,6.69,63.86,191.96,6.51,55.31,29.69,6.51
Hilliardcity,0.7,0.86,100.0,0.2,4.18,0.586141880744756,3.34,4.05,92.23,45.01,0.0,1.19,81.3,142.9,0.0,23.82,196.49,71.45
Davietown,3.85,9.98,100.0,2.08,7.77,0.6365778930002357,2.99,4.66,90.03,36.21,2.88,2.97,76.49,536.18,1.72,84.21,677.1,8.59
Greenfieldtown,0.85,1.18,0.0,0.48,11.93,-0.5610417157671459,12.51,5.91,95.22,52.7,0.52,4.32,64.83,1678.99,0.0,79.2,290.39,0.0
Weirtoncity,4.14,0.46,100.0,0.92,9.48,-0.3747348574122083,6.22,6.7,94.77,70.13,2.38,3.22,76.39,241.28,4.64,18.56,148.48,13.92
Lenoircity,15.78,0.54,0.0,0.21,17.55,-1.1865425406551968,9.1,5.11,93.55,60.29,1.96,10.39,61.42,972.89,6.71,248.26,369.03,46.97
Independencecity,0.41,0.45,100.0,0.07,5.82,0.53146358708461,5.47,3.74,93.95,55.11,0.45,2.66,79.67,90.65,0.0,18.13,90.65,0.0
Lomitacity,2.92,19.38,100.0,5.16,10.68,0.5633985387697384,7.37,4.7,95.35,45.07,1.82,1.52,69.15,1287.84,0.0,206.63,595.87,28.83
Milfordtown,1.52,2.31,100.0,0.64,3.72,1.4967004477963706,3.14,5.5,93.56,66.71,2.39,0.66,81.89,136.48,0.0,89.63,879.98,10.18
Kokomocity,8.9,1.73,100.0,0.63,16.45,-0.609120905020033,8.04,8.22,91.76,53.78,5.19,7.65,65.16,488.86,2.15,77.53,174.44,10.77
WestMonroecity,17.37,1.04,100.0,0.13,21.01,-1.5227433419750176,8.79,7.44,89.53,52.37,1.74,7.5,61.9,609.46,13.85,34.63,415.54,55.41
RedWingcity,0.35,0.59,0.0,0.34,9.53,-0.5102521800612774,5.43,4.52,96.71,52.8,1.97,3.58,77.69,374.06,12.59,25.17,239.14,31.47
RedondoBeachcity,1.6,11.5,100.0,2.7,5.59,2.4124440254536883,3.53,3.38,94.67,39.07,0.93,0.56,70.93,599.45,6.2,224.6,968.11,4.65
Leesburgcity,27.56,1.96,0.0,0.65,19.62,-1.3231204336554323,9.09,7.76,86.65,48.94,6.65,10.13,57.25,2018.97,10.15,324.66,390.61,20.29
Sanfordtown,0.18,0.88,0.0,1.43,10.4,-0.4262314400188546,7.86,7.09,91.94,52.98,1.34,4.12,73.92,33.66,0.0,14.43,144.26,0.0
Mariettacity,1.28,0.48,0.0,0.35,17.68,-1.2362715060098983,11.17,6.82,91.58,52.36,1.1,7.58,68.64,216.78,6.57,52.55,157.66,0.0
LakeOswegocity,0.52,1.56,100.0,0.38,3.69,2.3636577893000235,1.42,3.01,95.25,39.43,1.12,0.88,83.13,136.4,0.0,29.65,163.09,47.44
Renocity,2.88,11.11,100.0,3.25,11.52,-0.3597690313457459,4.38,5.5,93.32,31.66,0.71,6.61,68.12,687.49,10.51,283.66,447.16,47.28
Johnstontown,0.57,0.66,86.82,1.31,6.73,0.1361065283997171,6.0,5.1,96.25,68.99,4.11,0.55,80.8,91.31,0.0,25.57,540.56,18.26
GlendaleHeightsvillage,2.77,6.17,100.0,3.51,2.7,1.3411501296252653,2.75,4.16,94.15,47.93,0.34,1.22,85.17,374.06,0.0,23.95,130.01,10.26
Rockfordcity,14.97,4.19,100.0,1.52,13.35,-0.3722601932594862,8.61,6.11,94.31,52.83,10.07,5.67,66.76,374.06,15.42,542.39,788.35,40.64
LaPuentecity,3.54,74.86,100.0,17.59,14.02,0.2158849870374735,14.06,9.23,97.14,53.77,1.88,3.8,72.33,1664.84,20.4,435.97,1009.61,15.3
WalnutCreekcity,1.05,4.74,100.0,1.75,3.81,1.6601461230261607,2.57,3.27,94.59,47.97,3.02,0.46,79.05,293.54,1.6,67.37,285.52,36.89
Wausaucity,0.13,0.65,100.0,2.02,11.7,-0.6995050671694556,7.98,3.99,96.08,54.29,1.83,3.02,77.72,48.58,0.0,23.01,158.52,15.34
UpperDarbytownship,3.04,1.01,100.0,2.47,6.99,0.1078246523686071,5.62,4.78,95.99,63.44,1.39,0.7,79.79,283.39,2.42,112.63,433.57,1.21
Louisvillecity,0.83,5.39,0.0,0.57,4.65,1.4067876502474663,2.44,3.24,96.38,41.69,0.58,0.52,84.34,302.76,0.0,11.21,123.35,5.61
Napervillecity,2.1,1.79,100.0,0.66,1.52,3.4807918925288712,1.3,2.38,94.16,39.81,0.22,0.05,91.43,374.06,2.16,21.6,71.28,20.52
Hollistercity,0.62,56.14,0.0,12.14,11.71,0.1668630685835493,9.5,10.99,94.76,48.34,1.23,2.78,75.81,918.22,0.0,94.99,407.09,117.6
SaddleBrooktownship,1.06,3.4,100.0,1.02,3.77,1.7253122790478437,4.91,5.56,97.24,66.93,4.32,0.0,85.13,86.45,0.0,50.43,533.1,7.2
Newportcity,8.08,2.8,100.0,0.93,12.47,-0.1068819231675701,9.15,5.96,85.5,41.9,0.95,3.64,64.32,1185.33,4.16,203.79,349.36,178.53
Quincycity,1.09,1.41,100.0,3.01,6.82,0.5205043601225547,6.92,6.92,94.56,58.14,1.41,1.24,73.73,369.24,2.37,75.74,730.19,24.85
Eagancity,2.41,1.26,100.0,0.41,2.83,1.7877680886165448,2.01,3.43,94.46,33.38,0.1,0.45,83.74,374.06,0.0,26.07,345.92,17.38
MapleGrovecity,0.87,0.81,100.0,0.48,2.32,2.259014847984916,1.4,3.41,96.63,48.48,0.46,0.18,88.86,374.06,0.0,10.62,144.4,10.62
RockHillcity,38.14,0.64,100.0,0.43,16.38,-0.5687013905255716,7.67,6.92,93.54,50.02,3.65,9.21,61.2,2047.92,12.73,254.66,316.21,10.61
Arvadacity,0.57,7.44,100.0,0.87,6.28,0.8924110299316521,3.13,5.17,94.8,53.12,7.85,1.55,77.88,266.81,0.0,49.07,234.1,27.6
Monroecity,0.09,0.34,0.0,0.44,6.46,-0.5657553617723309,5.79,4.21,96.69,55.77,0.0,2.07,75.61,84.64,0.0,28.21,141.07,47.02
YubaCitycity,2.6,17.88,100.0,6.26,18.56,-0.9368371435305208,14.42,11.0,95.62,34.93,0.82,4.82,61.7,644.09,6.13,134.95,622.62,27.6
Pawtucketcity,3.59,7.17,100.0,7.46,10.59,-0.5774216356351638,8.73,7.98,93.98,58.07,3.52,5.0,68.65,458.28,2.92,170.76,1120.89,20.43
Wichitacity,11.28,5.02,100.0,1.32,12.47,-0.4026632099929295,6.29,5.8,91.25,46.59,3.88,5.25,71.36,874.69,15.31,423.15,919.33,21.08
Denvilletownship,0.66,1.9,76.32,0.7,2.06,3.3329012491161913,3.37,2.73,96.38,67.12,3.28,0.43,87.38,160.76,0.0,13.98,104.84,0.0
Lancastercity,0.51,0.54,0.0,0.33,14.11,-1.061866603818053,8.72,7.71,94.76,53.1,1.29,6.05,71.34,374.06,0.0,50.61,168.7,0.0
Perriscity,12.99,35.9,0.0,9.26,15.73,-0.3334904548668395,14.13,9.73,86.66,26.9,2.22,6.48,75.2,1379.97,16.39,422.84,1632.36,178.53
SaltLakeCitycity,1.72,9.7,99.92,2.01,16.4,-1.0304030167334433,6.69,5.58,90.37,45.77,6.81,6.19,70.53,797.66,10.81,283.33,794.81,45.52
BlueSpringscity,2.44,1.59,100.0,0.57,4.68,0.9972896535470186,3.32,3.77,94.97,42.38,4.6,0.9,82.98,213.14,2.42,55.71,198.61,21.8
Americuscity,52.91,0.48,0.0,0.5,31.51,-1.5140230968654254,19.29,10.62,91.96,50.55,2.95,11.84,46.88,607.8,0.0,135.07,180.09,22.51
Bessemercity,58.37,0.23,99.12,0.09,29.7,-1.7805797784586377,12.96,10.58,91.3,63.59,5.67,7.18,52.44,2758.9,31.17,601.66,1377.89,118.46
OakRidgecity,7.98,0.97,0.0,0.86,9.47,0.13834551025218,6.23,4.91,92.67,56.62,0.75,3.73,73.16,342.06,3.49,122.16,328.1,24.43
Speedwaytown,5.46,0.71,100.0,0.52,6.25,-0.2231911383455102,2.8,2.57,94.29,45.78,0.0,2.19,67.83,186.04,8.09,113.24,655.18,16.18
Lakewoodcity,0.85,1.5,100.0,1.22,8.5,-0.3122790478435069,4.56,4.87,94.66,50.98,0.92,2.2,70.97,111.67,0.0,76.77,268.7,10.47
Jolietcity,21.6,12.68,100.0,3.17,12.97,-0.0558567051614423,8.35,7.8,92.2,54.97,11.57,5.11,68.58,374.06,21.39,357.29,690.68,105.68
Venicecity,1.27,0.68,100.0,0.91,5.79,-0.4250530285175583,3.68,3.96,72.94,49.33,0.06,3.02,63.39,353.42,0.0,29.45,141.37,0.0
Madisonvillecity,12.99,0.59,0.0,0.0,18.53,-1.1752297902427529,10.34,9.11,91.41,55.29,2.12,10.0,68.73,1046.93,10.52,68.39,352.48,36.83
Corningcity,2.06,0.66,0.0,0.31,13.69,-0.8618901720480792,8.93,6.84,94.54,55.27,0.66,4.68,67.1,551.69,0.0,50.93,186.73,21.08
Zanesvillecity,10.76,0.4,0.0,0.38,25.86,-1.624204572236625,16.41,13.05,91.92,53.66,4.21,11.3,59.15,782.8,11.03,147.0,396.91,176.41
PlantCitycity,21.26,8.3,0.0,1.99,17.84,-0.7274334197501767,8.51,5.34,89.79,42.36,2.2,13.03,66.79,2523.46,17.14,556.96,1225.31,0.0
WestLinncity,0.56,1.87,100.0,0.42,3.92,1.653664859769031,2.44,2.64,97.8,44.8,3.82,2.13,83.66,280.44,0.0,26.46,84.66,31.75
Burnsvillecity,2.27,1.03,100.0,0.73,4.2,1.435187367428706,2.91,3.06,94.48,42.16,0.54,0.35,79.93,374.06,0.0,28.78,282.38,21.58
Muhlenbergtownship,0.39,2.12,90.76,0.77,5.71,0.1812396888993636,3.23,3.05,97.64,71.01,1.64,0.3,83.99,155.62,7.78,62.25,404.61,7.78
RiverEdgeborough,0.61,3.51,100.0,2.72,2.38,2.4375441904312987,1.97,2.93,98.03,71.54,2.44,0.0,89.21,82.15,0.0,27.38,164.31,0.0
MorenoValleycity,13.81,22.87,99.84,3.84,8.36,1.2662031581428237,7.71,7.31,92.15,26.07,1.58,3.04,81.18,1201.33,8.57,373.54,1018.49,35.71
Pierrecity,0.14,0.81,0.0,0.18,10.19,-0.4793777987273155,5.67,2.4,93.93,50.7,3.36,6.87,78.07,291.16,0.0,0.0,181.98,21.84
Ramseyborough,0.77,2.24,100.0,1.17,2.46,4.024157435776573,0.88,3.75,93.81,62.27,0.0,0.21,88.05,185.08,6.85,20.56,301.62,0.0
CopperasCovecity,16.48,8.97,100.0,1.28,11.97,-0.8066226726372849,4.23,7.81,86.75,30.83,0.49,5.3,82.57,417.93,0.0,44.9,162.34,41.45
Ketteringcity,0.72,0.79,100.0,0.44,4.17,0.3611831251473014,3.36,3.09,96.32,55.35,0.9,0.9,78.34,134.19,0.0,73.8,290.18,31.87
