communityname,population,racepctblack,racePctWhite,racePctAsian,racePctHisp,pctUrban,medIncome,pctWSocSec,pctWPubAsst,PctPopUnderPov,PctUnemployed,PersPerFam,PctFam2Par,PctImmigRec5,PctRecentImmig,PctNotSpeakEnglWell,PctLargHouseFam,PersPerRentOccHous,PctPersDenseHous,PctHousOccup,PctVacantBoarded,PctHousNoPhone,PctWOFullPlumb,OwnOccQrange,RentQrange,NumInShelters,PctSameHouse85,PctUsePubTrans,murders,murdPerPop,rapes,rapesPerPop,robberies,robbbPerPop,assaults,assaultPerPop,burglaries,burglPerPop,larcenies,larcPerPop,autoTheft,autoTheftPerPop,arsons,arsonsPerPop,ViolentCrimesPerPop,nonViolPerPop
ScotchPlainstownship,21160,11.1,83.79,4.57,2.83,100.0,58194,24.94,2.35,1.49,3.75,3.13,86.47,14.28,1.08,1.53,3.96,2.13,0.92,97.46,2.53,0.41,0.28,116200,195,0,70.79,7.6,1,4.61,3.0,13.82,12.0,55.27,9.0,41.45,102.0,469.79,276.0,1271.19,89.0,409.91,2.0,9.21,115.14,2160.1
Newingtontown,29208,1.41,96.54,1.4,2.1,100.0,45481,31.36,2.87,1.79,3.44,3.01,82.24,7.51,0.53,2.51,3.04,2.13,0.88,96.67,0.26,0.25,0.19,56100,217,0,64.52,1.46,0,0.0,4.0,13.68,3.0,10.26,16.0,54.72,144.0,492.44,784.0,2681.08,110.0,376.17,1.0,3.42,78.65,3553.11
Moberlycity,12839,7.24,91.65,0.54,0.86,0.0,20569,36.52,6.53,18.27,8.52,3.0,71.13,23.96,0.09,0.44,3.78,2.22,1.82,89.41,0.65,10.58,0.58,33000,108,0,50.83,0.55,1,7.88,8.0,63.04,5.0,39.4,111.0,874.7,94.0,740.74,489.0,3853.43,21.0,165.48,1.0,7.88,985.03,4767.53
Sandycity,75058,0.19,97.05,1.69,2.54,100.0,43971,10.48,2.59,4.21,3.56,4.1,89.17,13.27,0.3,0.55,20.44,3.21,3.24,96.58,1.31,0.86,0.26,40800,245,0,51.8,2.34,0,0.0,13.0,14.89,28.0,32.06,74.0,84.74,676.0,774.07,2454.0,2810.0,110.0,125.96,5.0,5.73,131.68,3715.75
Wheatoncity,51464,2.53,92.97,3.78,2.04,100.0,52208,17.33,1.94,5.12,2.42,3.21,87.46,22.59,1.1,1.15,4.34,2.19,1.32,95.38,0.23,0.43,0.09,87900,218,0,46.01,9.74,0,0.0,7.0,26.92,9.0,16.62,24.0,44.33,220.0,406.32,1050.0,1939.24,24.0,44.33,3.0,5.54,374.06,2395.42
WhiteLaketownship,22608,0.69,98.03,0.43,1.3,82.94,42549,17.54,5.63,4.36,6.2,3.22,82.93,8.84,0.18,0.23,4.46,2.53,2.06,94.06,0.61,1.57,0.1,60300,169,0,57.66,0.18,0,0.0,7.0,26.92,3.0,12.92,61.0,262.61,157.0,675.91,618.0,2660.58,47.0,202.34,9.0,38.75,374.06,3577.58
Chickashacity,14988,9.78,84.1,0.45,2.48,0.0,18357,33.51,10.04,23.15,9.5,2.98,68.5,17.28,0.19,0.29,3.68,2.43,2.43,85.28,6.94,13.73,0.09,32700,124,17,50.54,0.0,4,26.23,11.0,72.14,15.0,98.37,143.0,937.77,289.0,1895.21,458.0,3003.48,53.0,347.56,7.0,45.9,1134.5,5292.15
Tucsoncity,405390,4.28,75.25,2.2,29.25,99.98,21748,25.85,6.58,20.16,8.12,3.1,65.86,28.48,2.03,4.14,6.32,2.24,7.3,88.74,2.07,6.88,0.38,33400,146,437,41.54,4.29,44,9.78,314.0,69.78,894.0,198.68,3111.0,691.36,7363.0,1636.29,32076.0,7128.3,5143.0,1142.94,162.0,36.0,969.6,9943.53
Gallowaytownship,23330,7.36,88.58,2.67,3.69,64.02,41944,18.29,3.11,4.35,4.1,3.13,79.01,13.09,0.25,1.0,4.35,2.45,2.19,89.49,0.86,1.68,0.42,56600,127,0,40.26,1.66,1,4.19,5.0,20.94,10.0,41.87,44.0,184.24,266.0,1113.81,557.0,2332.3,46.0,192.61,7.0,29.31,251.24,3668.03
Sweetwatercity,11967,5.57,73.69,0.15,28.98,0.0,19157,34.87,8.36,23.02,8.51,3.17,75.23,9.06,0.07,1.76,6.79,2.62,6.25,86.35,4.85,13.7,0.64,28300,134,0,53.48,0.58,1,8.19,7.0,57.36,9.0,73.75,97.0,794.82,214.0,1753.52,451.0,3695.51,30.0,245.82,5.0,40.97,934.12,5735.82
Portsmouthcity,25925,4.6,92.63,1.72,2.0,100.0,30591,22.76,4.68,6.68,5.12,2.99,75.93,14.14,0.36,0.8,2.87,2.35,1.7,90.85,2.5,2.85,0.36,58200,233,65,39.91,0.99,0,0.0,31.0,148.32,14.0,66.98,34.0,162.67,171.0,818.14,701.0,3353.91,70.0,334.91,9.0,43.06,377.97,4550.02
Hulltown,10466,0.89,98.1,0.64,1.08,100.0,37683,23.68,7.14,8.02,7.31,3.24,70.43,8.33,0.2,1.02,7.07,2.5,1.21,72.07,13.56,1.11,1.2,66300,333,56,59.52,8.66,0,0.0,6.0,53.92,0.0,0.0,93.0,835.73,105.0,943.57,101.0,907.62,18.0,161.75,3.0,26.96,889.65,2039.9
Scotttownship,17118,0.59,97.87,1.37,0.55,100.0,34644,30.83,2.46,4.13,3.05,2.89,83.2,10.27,0.19,0.48,1.83,1.73,0.64,95.86,0.31,0.62,0.14,32800,188,0,61.22,11.76,1,5.74,1.0,5.74,2.0,11.49,3.0,17.23,62.0,356.12,176.0,1010.91,47.0,269.96,3.0,17.23,40.21,1654.22
Pittsfieldtownship,17668,16.58,78.17,4.04,2.1,70.5,34639,10.11,3.63,9.33,3.78,3.01,74.43,31.93,1.95,0.93,3.71,1.93,2.54,90.07,0.13,2.34,0.0,53100,124,0,29.96,2.48,0,0.0,7.0,26.92,43.0,236.86,50.0,275.42,256.0,1410.16,1203.0,6626.64,103.0,567.37,7.0,38.56,374.06,8642.72
Duncanvillecity,35748,12.06,82.54,2.14,6.65,100.0,41028,16.44,2.52,3.78,4.57,3.22,78.22,11.31,0.2,0.56,4.24,2.62,3.35,93.64,0.59,1.87,0.18,52200,204,0,52.65,0.89,0,0.0,19.0,51.17,56.0,150.83,98.0,263.95,414.0,1115.06,1188.0,3199.74,262.0,705.67,16.0,43.09,465.96,5063.56
Mexicocity,11290,9.4,89.79,0.46,0.42,0.0,23744,38.89,8.81,14.35,4.48,2.91,71.5,21.43,0.15,0.13,3.16,2.29,1.63,91.41,1.86,7.3,0.28,30000,134,0,56.53,0.63,1,8.83,1.0,8.83,3.0,26.48,12.0,105.91,75.0,661.96,180.0,1588.7,10.0,88.26,0.0,0.0,150.04,2338.92
NewProvidenceborough,11439,0.54,94.18,4.9,2.7,100.0,62420,25.1,2.04,2.45,2.71,3.1,90.92,14.81,1.38,1.23,3.2,2.06,0.64,98.06,1.19,0.52,0.58,89500,352,0,65.66,7.98,0,0.0,0.0,0.0,3.0,24.78,3.0,24.78,12.0,99.12,93.0,768.21,18.0,148.69,2.0,16.52,49.56,1032.55
Barnstabletown,40949,2.7,94.53,0.7,1.71,83.39,33411,34.53,5.68,6.78,7.22,2.89,71.82,24.91,0.89,1.06,3.41,2.23,1.46,71.04,0.96,1.71,0.3,92600,270,273,52.01,1.18,2,4.67,22.0,51.39,29.0,67.74,723.0,1688.82,609.0,1422.53,666.0,1555.67,128.0,298.99,0.0,0.0,1812.62,3277.2
Rutherfordborough,17790,3.01,89.39,6.45,5.78,100.0,46499,33.05,2.85,3.68,4.17,3.17,84.36,22.23,2.72,3.21,5.08,2.05,2.0,92.58,2.99,1.09,0.14,60300,243,5,68.6,18.82,0,0.0,2.0,11.23,5.0,28.07,16.0,89.83,50.0,280.71,246.0,1381.09,75.0,421.06,2.0,11.23,129.13,2094.09
Portlandcity,437319,7.67,84.64,5.3,3.17,100.0,25592,26.59,6.9,14.53,6.16,2.96,66.43,29.91,1.72,2.17,5.0,2.05,3.49,94.4,5.5,4.47,0.64,38800,149,1553,46.0,11.41,58,12.65,479.0,104.44,2305.0,502.59,5603.0,1221.7,7845.0,1710.56,27016.0,5890.68,8459.0,1844.43,604.0,131.7,1841.38,9577.37
Manassascity,27957,10.33,83.46,3.1,5.73,100.0,46674,9.66,3.24,3.79,3.3,3.27,81.33,28.79,0.96,2.59,6.1,2.74,3.13,92.66,1.46,4.11,0.51,68800,171,7,29.6,1.0,0,0.0,10.0,31.06,55.0,170.84,32.0,99.4,141.0,437.98,1067.0,3314.39,86.0,267.14,6.0,18.64,301.31,4038.14
Torrancecity,133107,1.45,72.98,21.86,10.07,100.0,47204,20.54,4.3,5.15,3.95,3.04,79.26,32.19,4.93,5.83,4.13,2.27,6.41,95.79,1.56,1.2,0.27,147300,325,0,49.81,1.53,12,8.64,30.0,21.6,430.0,309.54,390.0,280.75,1582.0,1138.83,4096.0,2948.59,1704.0,1226.66,54.0,38.87,620.53,5352.95
SouthJordancity,12220,0.06,98.01,0.86,2.06,100.0,43804,13.46,3.16,3.21,3.21,4.5,93.07,0.0,0.0,0.84,31.58,3.72,4.84,98.06,7.14,0.6,0.42,40500,287,0,51.42,1.27,0,0.0,2.0,11.57,3.0,17.35,28.0,161.92,126.0,728.66,399.0,2307.43,46.0,266.02,0.0,0.0,190.84,3302.11
RedwoodCitycity,66072,3.64,82.76,6.32,24.12,100.0,42962,21.07,5.3,8.3,3.82,3.08,72.39,29.78,4.47,7.86,7.25,2.51,10.47,94.96,0.59,1.85,0.58,167500,325,91,46.52,3.85,3,4.4,15.0,22.02,106.0,155.59,371.0,544.58,513.0,753.02,1876.0,2753.72,453.0,664.94,2.0,2.94,726.59,4174.62
Lancastertownship,13187,3.03,93.76,1.36,3.4,97.79,35855,30.74,4.14,6.27,3.31,2.81,77.84,25.43,0.82,0.76,2.85,1.95,1.16,96.4,0.5,0.41,0.09,69600,132,0,49.01,1.68,0,0.0,0.0,0.0,7.0,52.19,3.0,22.37,79.0,589.02,307.0,2288.99,38.0,283.33,3.0,22.37,74.56,3183.72
Algonquinvillage,11663,0.17,98.04,1.29,1.73,100.0,53665,13.23,0.18,1.65,2.29,3.32,92.11,6.63,0.04,0.26,3.95,2.15,0.93,97.48,2.0,0.93,0.28,50400,182,0,43.22,3.2,0,0.0,7.0,26.92,2.0,15.21,7.0,53.23,46.0,349.81,201.0,1528.52,5.0,38.02,6.0,45.63,374.06,1961.98
Sebastiancity,10205,1.06,97.38,1.04,1.79,0.0,26654,45.95,3.65,6.77,5.66,2.74,80.47,5.72,0.14,0.44,2.39,2.89,1.88,89.87,0.21,3.16,0.2,30800,114,0,32.16,0.0,0,0.0,2.0,17.0,1.0,8.5,37.0,314.47,151.0,1283.36,277.0,2354.24,12.0,101.99,0.0,0.0,339.96,3739.59
GrandForkscity,49425,0.8,95.49,1.07,1.19,100.0,25456,18.9,4.64,14.48,5.08,3.07,75.26,42.9,0.76,0.3,3.6,2.04,1.98,94.6,0.85,2.77,0.45,31000,157,70,41.07,0.95,0,0.0,19.0,37.7,14.0,27.78,28.0,55.55,234.0,464.26,2202.0,4368.79,195.0,386.88,14.0,27.78,121.02,5247.7
NewHaventown,130474,36.14,53.85,2.41,13.22,100.0,25811,26.28,14.61,21.29,9.25,3.16,45.44,31.16,1.92,3.93,7.07,2.3,4.9,90.62,10.18,7.53,0.49,78800,262,1344,45.53,9.54,22,18.39,130.0,108.69,1238.0,1035.08,1154.0,964.85,3417.0,2856.93,7719.0,6453.8,1873.0,1566.0,134.0,112.04,2127.02,10988.76
Westwegocity,11218,15.59,81.67,0.71,2.79,100.0,18095,30.37,11.22,23.81,8.37,3.18,62.04,31.7,0.17,1.1,6.0,2.66,6.76,89.89,10.97,7.66,1.0,27000,134,0,54.89,1.19,0,0.0,4.0,36.38,34.0,309.2,51.0,463.81,142.0,1291.38,440.0,4001.46,144.0,1309.57,2.0,18.19,809.39,6620.59
Doltonvillage,23930,38.14,58.5,1.17,4.53,100.0,36724,29.29,4.66,4.93,6.76,3.23,70.37,7.12,0.24,0.83,5.94,2.45,2.75,97.01,2.33,1.16,0.28,20200,130,0,58.15,12.33,0,0.0,7.0,26.92,78.0,313.81,38.0,152.88,215.0,864.98,1039.0,4180.08,317.0,1275.35,1.0,4.02,374.06,6324.43
Munstertown,19949,0.44,95.21,3.61,2.65,100.0,48483,35.1,1.14,1.27,2.81,3.12,90.61,4.91,0.27,1.26,3.78,1.95,0.57,97.74,0.0,0.1,0.0,56800,116,0,65.83,4.44,3,14.58,2.0,9.72,6.0,29.15,30.0,145.76,59.0,286.66,498.0,2419.59,58.0,281.8,1.0,4.86,199.2,2992.91
Newberrytown,10542,41.48,57.56,0.56,0.69,0.0,19063,36.39,12.4,25.22,9.13,3.14,52.0,18.03,0.1,0.23,6.23,2.61,4.76,93.05,3.73,16.32,0.76,37300,140,0,54.36,0.0,0,0.0,5.0,47.14,15.0,141.42,142.0,1338.74,82.0,773.07,465.0,4383.9,16.0,150.84,1.0,9.43,1527.29,5317.24
NorthTonawandacity,34989,0.16,98.92,0.37,0.79,100.0,29576,32.44,5.96,6.07,5.64,3.11,79.23,5.66,0.13,0.57,3.62,1.98,1.31,97.39,5.46,1.77,0.28,33300,142,0,66.61,0.62,1,3.04,1.0,3.04,9.0,27.38,17.0,51.71,177.0,538.42,622.0,1892.07,43.0,130.8,3.0,9.13,85.17,2570.42
Redlandscity,60394,3.83,79.59,4.42,18.96,100.0,37073,22.9,7.29,8.98,4.78,3.19,75.19,28.84,1.8,3.07,6.32,2.45,5.37,94.81,1.16,2.5,0.09,86200,206,92,40.05,0.37,5,7.71,21.0,32.38,150.0,231.3,296.0,456.44,975.0,1503.47,1620.0,2498.07,616.0,949.88,16.0,24.67,727.83,4976.1
Avondalecity,16169,4.62,58.93,1.26,51.15,0.0,24292,15.52,16.57,28.22,11.09,3.68,67.21,27.07,1.99,8.21,13.74,3.14,17.88,88.13,4.53,14.52,0.43,69700,194,0,42.75,0.71,1,4.68,9.0,42.11,23.0,107.61,134.0,626.93,601.0,2811.83,794.0,3714.79,142.0,664.36,16.0,74.86,781.32,7265.84
Lafayettecity,14548,0.98,88.96,2.17,14.87,0.0,34182,13.23,3.85,8.43,3.93,3.2,75.31,29.6,0.75,1.99,4.74,2.51,3.52,93.37,0.52,2.58,0.0,26000,209,9,41.11,2.24,0,0.0,0.0,0.0,6.0,33.89,59.0,333.24,111.0,626.94,542.0,3061.28,28.0,158.15,7.0,39.54,367.13,3885.91
Oshkoshcity,55006,0.79,96.25,2.18,0.83,100.0,25168,29.36,6.39,12.63,4.82,2.99,75.13,22.33,0.47,0.57,3.38,2.17,1.46,96.01,0.57,2.57,0.37,29000,137,13,47.64,1.89,5,8.82,19.0,33.52,7.0,12.35,57.0,100.56,479.0,845.07,2625.0,4631.1,112.0,197.59,10.0,17.64,155.25,5691.4
Tukwilacity,11874,6.36,82.79,7.41,3.67,100.0,30141,16.5,6.21,9.33,4.77,2.84,64.7,35.73,1.54,1.58,3.52,1.92,4.31,94.42,0.3,2.68,0.0,48800,138,2,39.89,8.04,3,23.46,41.0,320.61,70.0,547.39,95.0,742.88,301.0,2353.77,2481.0,19401.0,288.0,2252.11,14.0,109.48,1634.34,24116.36
Dublincity,23229,11.49,77.75,6.04,10.46,100.0,53710,11.54,4.19,4.23,3.52,3.2,82.44,14.83,0.66,1.48,5.32,2.69,2.59,97.28,0.0,0.6,0.09,96700,229,0,37.34,2.12,0,0.0,1.0,3.81,16.0,60.9,49.0,186.52,120.0,456.78,490.0,1865.17,61.0,232.2,2.0,7.61,251.23,2561.76
Breacity,32873,1.08,86.96,6.22,15.45,100.0,51253,18.84,3.54,3.55,3.31,3.15,82.69,24.07,1.84,3.36,5.72,2.28,5.15,96.65,3.3,1.28,0.21,127600,268,5,48.98,0.75,3,8.61,5.0,14.35,51.0,146.36,69.0,198.01,309.0,886.76,1521.0,4364.92,222.0,637.09,16.0,45.92,367.33,5934.68
NorthAugustacity,15351,15.59,83.14,0.99,0.67,100.0,32877,24.31,3.89,9.28,3.62,2.99,72.42,13.79,0.21,0.15,3.02,2.16,1.82,92.13,2.61,2.98,0.12,39400,143,0,51.15,0.16,0,0.0,3.0,16.99,18.0,101.92,78.0,441.65,170.0,962.57,500.0,2831.1,74.0,419.0,1.0,5.66,560.56,4218.33
Tallahasseecity,124773,29.09,68.24,1.75,3.0,100.0,23453,17.18,4.59,22.32,5.56,2.93,61.16,32.56,1.1,0.85,3.55,2.08,4.27,91.35,2.24,3.43,0.27,46900,184,148,34.91,2.82,9,6.63,137.0,100.91,790.0,581.91,1754.0,1292.0,3970.0,2924.3,10701.0,7882.35,2065.0,1521.08,30.0,22.1,1981.45,12349.83
Princetonborough,12016,8.51,82.51,7.07,5.13,0.0,43092,26.4,2.6,9.64,3.21,2.79,78.23,48.52,5.07,2.43,3.75,2.0,2.85,92.91,4.82,0.46,0.0,232500,425,0,30.25,5.17,0,0.0,0.0,0.0,4.0,33.55,6.0,50.33,97.0,813.69,487.0,4085.23,16.0,134.22,1.0,8.39,83.89,5041.52
Menomoniecity,13547,1.2,94.56,3.5,0.82,0.0,21392,26.53,6.35,28.82,7.56,2.99,75.39,35.43,1.04,0.85,3.8,2.42,2.54,95.24,0.46,1.36,0.15,28500,154,6,31.89,0.22,0,0.0,2.0,13.29,2.0,13.29,2.0,13.29,108.0,717.66,787.0,5229.58,35.0,232.57,3.0,19.93,39.87,6199.75
Sturgiscity,10130,0.75,97.92,0.62,1.33,0.0,23642,34.62,7.37,11.86,5.25,3.08,67.94,27.32,0.32,0.25,3.99,2.16,1.54,95.35,1.04,13.48,0.17,26600,119,0,54.96,0.09,0,0.0,7.0,26.92,2.0,19.08,21.0,200.38,57.0,543.89,310.0,2958.02,16.0,152.67,2.0,19.08,374.06,3673.66
Alpharettacity,13002,2.55,95.22,1.36,1.85,98.55,44335,14.97,1.94,3.73,2.63,2.95,80.28,38.49,1.19,1.21,2.05,2.15,1.01,89.43,0.48,0.19,0.25,81600,119,0,30.38,1.14,0,0.0,0.0,0.0,0.0,0.0,13.0,60.9,95.0,445.03,340.0,1592.73,44.0,206.12,0.0,0.0,60.9,2243.88
Jeffersontownship,17825,0.76,98.02,0.81,2.23,44.04,48889,17.62,2.86,2.43,2.94,3.21,86.32,3.6,0.04,0.85,3.94,2.3,1.18,88.97,2.55,1.17,1.01,64300,307,0,63.58,2.22,0,0.0,0.0,0.0,1.0,5.42,12.0,64.99,81.0,438.67,150.0,812.35,16.0,86.65,2.0,10.83,70.4,1348.5
StevensPointcity,23006,0.51,95.73,2.79,0.85,0.0,22194,30.43,7.35,21.61,5.96,2.97,73.08,69.19,2.1,1.24,4.06,2.29,1.96,95.57,0.79,2.55,0.07,24700,144,21,40.95,0.56,1,4.66,9.0,41.98,0.0,0.0,42.0,195.9,157.0,732.28,1182.0,5513.06,31.0,144.59,10.0,46.64,242.54,6436.57
Woodlandcity,39802,1.26,77.47,3.07,26.16,0.0,31671,22.64,10.34,9.59,7.85,3.2,72.38,20.95,1.41,5.43,6.49,2.66,9.71,95.82,1.94,4.04,0.36,62900,164,57,43.89,0.6,2,4.65,29.0,67.42,32.0,74.4,184.0,427.78,483.0,1122.92,1020.0,2371.38,298.0,692.81,47.0,109.27,574.24,4296.38
NorthBrunswicktownship,31287,11.07,80.05,6.81,5.81,100.0,49900,20.78,3.06,2.67,3.08,3.04,81.65,26.12,2.3,3.33,3.43,2.16,2.88,94.82,1.11,0.62,0.12,92200,249,8,48.19,8.09,0,0.0,7.0,21.47,42.0,128.85,45.0,138.05,258.0,791.48,748.0,2294.69,175.0,536.86,8.0,24.54,288.37,3647.57
Springfieldcity,70487,17.38,81.61,0.51,0.65,100.0,21407,31.35,14.47,20.87,8.74,3.06,62.98,20.0,0.17,0.28,4.94,2.41,2.14,92.17,8.42,8.94,0.58,27300,136,2,50.9,1.06,6,8.49,59.0,83.45,208.0,294.21,786.0,1111.77,963.0,1362.13,4048.0,5725.76,457.0,646.41,6.0,8.49,1497.92,7742.79
Richfieldcity,35710,2.61,93.49,2.81,1.07,100.0,32405,29.94,4.4,5.55,3.61,2.85,73.49,14.65,0.35,0.73,2.81,1.79,1.64,96.63,0.18,0.85,0.0,20100,127,0,58.81,6.04,0,0.0,7.0,26.92,39.0,112.22,69.0,198.54,372.0,1070.38,1126.0,3239.91,167.0,480.52,5.0,14.39,374.06,4805.2
Corsicanacity,22911,25.51,67.85,0.92,9.09,0.0,21238,34.44,8.44,21.04,8.15,3.11,67.01,29.69,0.91,1.78,6.05,2.62,5.99,89.05,2.94,12.35,0.49,40800,170,5,51.89,0.19,0,0.0,28.0,119.98,38.0,162.83,93.0,398.51,383.0,1641.17,1227.0,5257.75,59.0,252.82,21.0,89.99,681.32,7241.72
Wabashcity,12127,0.54,97.63,0.41,1.15,0.0,25141,31.38,6.23,11.79,6.72,3.03,75.76,23.31,0.0,0.55,3.79,2.26,1.68,95.06,0.82,11.0,0.38,24700,91,14,56.5,0.35,0,0.0,2.0,16.18,1.0,8.09,21.0,169.92,73.0,590.66,190.0,1537.34,24.0,194.19,1.0,8.09,194.19,2330.29
Woostercity,22191,3.49,95.03,1.17,0.63,0.0,27148,28.3,7.74,12.69,5.93,2.97,73.14,39.72,0.66,0.19,3.4,2.1,1.15,95.39,2.4,4.35,0.38,44200,140,0,45.18,0.91,0,0.0,8.0,35.33,7.0,30.91,27.0,119.24,147.0,649.18,718.0,3170.82,29.0,128.07,7.0,30.91,185.48,3978.98
LosAngelescity,3485398,13.99,52.83,9.81,39.92,100.0,30925,19.53,10.68,18.86,8.34,3.48,65.54,32.13,7.96,17.45,14.44,2.76,22.26,93.65,2.93,4.11,0.98,224300,296,4597,46.34,10.92,1076,31.04,1773.0,51.15,38415.0,1108.27,42437.0,1224.31,50232.0,1449.19,119092.0,3435.8,59764.0,1724.19,5119.0,147.68,2414.77,6756.86
Harrisontown,13425,0.57,88.39,5.85,29.4,100.0,33969,26.37,3.81,11.55,7.53,3.22,78.15,27.86,7.39,16.23,6.27,2.62,9.0,94.88,4.96,5.41,3.57,73400,215,0,55.94,17.27,0,0.0,5.0,37.76,33.0,249.24,39.0,294.56,168.0,1268.88,276.0,2084.59,242.0,1827.79,1.0,7.55,581.57,5188.82
Swanseatown,15411,0.34,98.9,0.43,0.59,65.76,40117,32.44,7.85,4.92,4.6,3.26,87.21,5.18,0.18,1.46,5.03,2.29,1.28,96.0,8.68,0.44,0.15,58300,253,0,74.48,0.39,0,0.0,0.0,0.0,16.0,98.5,16.0,98.5,20.0,123.12,231.0,1422.06,57.0,350.9,29.0,178.53,197.0,2074.61
Superiorcity,27134,0.53,96.09,0.84,0.52,100.0,20905,35.36,12.76,17.1,9.73,2.98,64.68,12.14,0.14,0.52,3.17,2.07,1.1,94.15,9.08,3.59,0.47,25000,134,13,58.23,1.77,1,3.6,17.0,61.22,15.0,54.02,43.0,154.85,347.0,1249.64,1403.0,5052.58,100.0,360.13,29.0,104.44,273.7,6766.78
Monroecity,22902,4.62,93.26,0.84,1.81,0.0,29088,29.24,13.49,15.39,7.38,3.18,69.43,30.87,0.62,0.85,4.91,2.4,2.1,95.36,3.41,4.08,0.1,35200,168,14,58.47,0.5,0,0.0,7.0,26.92,22.0,93.43,94.0,399.2,200.0,849.37,737.0,3129.91,56.0,237.82,13.0,55.21,374.06,4272.31
Madisontownship,18749,2.27,96.66,0.62,0.64,69.9,35575,20.2,2.79,4.1,4.98,3.23,81.33,18.75,0.12,0.17,5.27,2.66,1.87,97.03,1.52,2.34,0.33,30000,131,0,59.5,1.0,0,0.0,5.0,23.62,2.0,9.45,44.0,207.85,88.0,415.7,322.0,1521.09,21.0,99.2,9.0,42.51,240.92,2078.51
Seasidecity,38901,23.47,52.73,13.48,17.45,100.0,28655,16.71,7.86,12.22,4.37,3.44,76.63,35.56,4.26,5.54,10.2,3.3,14.61,94.69,2.18,2.85,0.64,69400,223,21,29.96,3.56,6,18.55,9.0,27.82,121.0,374.07,215.0,664.67,218.0,673.94,844.0,2609.21,85.0,262.78,21.0,64.92,1085.11,3610.84
Grapevinecity,29202,1.79,94.7,1.13,5.67,99.89,48901,8.89,2.04,4.24,3.09,3.09,83.43,24.06,0.48,1.01,2.89,2.27,2.61,92.12,1.49,3.3,0.49,51800,216,0,28.21,0.28,0,0.0,16.0,42.82,15.0,40.14,78.0,208.73,210.0,561.96,776.0,2076.59,69.0,184.65,14.0,37.46,291.69,2860.66
Columbiacity,69101,9.93,85.14,4.12,1.31,100.0,22059,16.91,4.87,22.42,4.91,2.93,70.25,55.89,2.46,1.57,3.23,2.06,2.44,93.79,2.92,3.85,0.16,47400,144,57,27.44,1.29,1,1.34,30.0,40.15,108.0,144.55,300.0,401.52,571.0,764.22,3532.0,4727.17,166.0,222.17,30.0,40.15,587.55,5753.71
Lebanoncity,10950,0.16,97.25,0.79,2.11,0.0,20711,36.03,10.26,18.76,10.38,3.0,69.32,4.01,0.1,0.26,4.85,2.45,3.6,95.13,1.35,6.39,0.0,21300,130,0,45.97,0.25,0,0.0,1.0,8.34,2.0,16.68,75.0,625.47,133.0,1109.17,934.0,7789.18,38.0,316.9,0.0,0.0,650.49,9215.24
WestChesterborough,18041,17.71,77.25,1.09,7.57,100.0,31262,21.32,6.29,17.07,5.7,3.0,57.91,20.57,0.46,1.28,5.59,2.23,3.91,94.63,5.76,2.68,0.39,64100,193,6,37.64,2.39,0,0.0,4.0,21.17,29.0,153.46,55.0,291.04,118.0,624.4,653.0,3455.39,55.0,291.04,6.0,31.75,465.66,4402.58
Eatontownborough,13800,12.49,78.85,6.59,4.64,100.0,36864,22.02,2.13,5.14,4.16,3.05,81.05,24.31,1.39,2.19,3.57,2.16,2.74,89.32,0.77,0.51,0.26,73200,155,51,42.34,2.34,0,0.0,0.0,0.0,13.0,99.36,16.0,122.29,74.0,565.58,593.0,4532.25,41.0,313.36,0.0,0.0,221.64,5411.19
Parkersburgcity,33862,1.7,97.7,0.3,0.29,100.0,20461,38.41,9.42,18.99,8.01,2.89,67.27,14.34,0.1,0.44,3.04,2.16,0.95,88.51,3.41,9.3,0.32,29100,120,4,56.47,0.9,3,9.03,12.0,36.13,18.0,54.2,39.0,117.43,347.0,1044.87,820.0,2469.14,66.0,198.74,37.0,111.41,216.8,3824.15
Spokanecity,177196,1.93,93.28,2.08,2.08,100.0,22192,30.25,10.99,17.34,8.12,2.94,63.8,20.14,0.56,0.85,4.16,2.06,2.52,94.08,5.54,4.96,0.8,31900,139,259,46.37,4.41,13,6.63,112.0,57.16,354.0,180.65,1079.0,550.63,2699.0,1377.35,10965.0,5595.64,730.0,372.53,74.0,37.76,795.08,7383.29
Durangocity,12430,0.31,89.69,1.09,11.62,0.0,22996,24.86,4.26,18.78,6.45,2.97,70.24,44.08,0.75,1.31,3.73,2.16,2.85,93.47,0.93,5.61,0.69,35300,188,64,38.66,1.38,1,7.09,10.0,70.93,9.0,63.84,31.0,219.89,120.0,851.18,924.0,6554.12,35.0,248.26,0.0,0.0,361.75,7653.57
Aberdeencity,16565,0.29,93.76,1.95,2.55,0.0,21762,30.27,11.64,18.3,10.96,2.99,66.09,14.2,0.28,0.56,4.43,2.17,2.73,91.84,5.02,7.9,0.44,28700,124,21,50.82,3.12,1,5.84,28.0,163.47,20.0,116.76,41.0,239.36,198.0,1155.93,1234.0,7204.16,42.0,245.2,27.0,157.63,525.42,8762.92
Sumtercity,41943,38.25,59.81,1.16,1.58,100.0,21221,25.99,12.39,20.71,5.4,3.27,68.18,24.94,0.39,0.48,6.29,2.87,4.65,93.31,2.74,9.27,1.11,47700,212,31,42.04,0.62,5,11.66,22.0,51.31,179.0,417.46,421.0,981.86,810.0,1889.08,1620.0,3778.16,170.0,396.47,2.0,4.66,1462.29,6068.38
