Êcommunityname,PctPopUnderPov,medIncome,PctUnemployed,PctLess9thGrade,PctNotHSGrad,PctSameHouse85,PctForeignBorn,PctImmigRec5,PctFam2Par,PctKids2Par,racepctblack,racePctWhite,racePctAsian,racePctHisp,PctHousOwnOcc,PctHousNoPhone,PctVacantBoarded,PopDens,MedYrHousBuilt,murdPerPop,robbbPerPop,assaultPerPop,larcPerPop,autoTheftPerPop,arsonsPerPop,PctSameCity85,PctSameState85,PctBSorMore,PctEmploy,PctWorkMom
Newberrytown,25.22,19063.0,9.13,18.7,39.06,54.36,0.58,18.03,52.0,47.91,41.48,57.56,0.56,0.69,61.75,16.32,3.73,1633.9,1961.0,,141.42,1338.74,4383.9,150.84,9.43,83.36,92.66,14.77,51.53,76.76
NorthTonawandacity,6.07,29576.0,5.64,7.31,20.21,66.61,3.38,5.66,79.23,79.54,0.16,98.92,0.37,0.79,67.94,1.77,5.46,3344.0,1953.0,3.04,27.38,51.71,1892.07,130.8,9.13,84.54,96.95,15.16,63.82,74.0
Redlandscity,8.98,37073.0,4.78,5.71,15.38,40.05,10.41,28.84,75.19,72.29,3.83,79.59,4.42,18.96,59.24,2.5,1.16,2398.1,1971.0,7.71,231.3,456.44,2498.07,949.88,24.67,70.44,83.84,31.26,63.25,64.88
Avondalecity,28.22,24292.0,11.09,27.72,42.85,42.75,10.51,27.07,67.21,58.91,4.62,58.93,1.26,51.15,60.91,14.52,4.53,705.2,1976.0,4.68,107.61,626.93,3714.79,664.36,74.86,79.38,81.53,9.37,55.0,56.19
Lafayettecity,8.43,34182.0,3.93,5.45,14.97,41.11,5.27,29.6,75.31,75.17,0.98,88.96,2.17,14.87,71.96,2.58,0.52,2035.3,1978.0,,33.89,333.24,3061.28,158.15,39.54,73.53,82.2,28.11,76.18,75.54
Oshkoshcity,12.63,25168.0,4.82,8.38,21.39,47.64,2.84,22.33,75.13,75.23,0.79,96.25,2.18,0.83,56.98,2.57,0.57,2959.7,1952.0,8.82,12.35,100.56,4631.1,197.59,17.64,76.13,93.97,19.6,61.2,73.08
Tukwilacity,9.33,30141.0,4.77,4.32,15.18,39.89,7.02,35.73,64.7,62.08,6.36,82.79,7.41,3.67,39.32,2.68,0.3,1404.9,1970.0,23.46,547.39,742.88,19401,2252.11,109.48,75.63,83.39,19.28,72.35,68.84
Dublincity,4.23,53710.0,3.52,1.9,14.13,37.34,8.3,14.83,82.44,80.04,11.49,77.75,6.04,10.46,65.13,0.6,0.0,2618.2,1972.0,,60.9,186.52,1865.17,232.2,7.61,59.44,85.53,24.07,59.36,72.22
Breacity,3.55,51253.0,3.31,4.6,12.59,48.98,12.45,24.07,82.69,79.27,1.08,86.96,6.22,15.45,63.51,1.28,3.3,3178.0,1974.0,8.61,146.36,198.01,4364.92,637.09,45.92,75.79,90.35,30.99,72.58,69.6
NorthAugustacity,9.28,32877.0,3.62,5.83,18.08,51.15,1.51,13.79,72.42,69.84,15.59,83.14,0.99,0.67,63.34,2.98,2.61,904.5,1966.0,,101.92,441.65,2831.1,419,5.66,74.62,78.91,25.47,65.69,70.59
Tallahasseecity,22.32,23453.0,5.56,5.59,14.48,34.91,4.5,32.56,61.16,57.44,29.09,68.24,1.75,3.0,45.17,3.43,2.24,1903.4,1974.0,6.63,581.91,1292,7882.35,1521.08,22.1,58.18,81.03,40.72,63.45,78.45
Princetonborough,9.64,43092.0,3.21,7.05,11.6,30.25,17.15,48.52,78.23,75.42,8.51,82.51,7.07,5.13,43.19,0.46,4.82,6306.9,1939.0,,33.55,50.33,4085.23,134.22,8.39,41.08,49.8,66.02,57.12,66.72
Menomoniecity,28.82,21392.0,7.56,12.93,19.79,31.89,3.29,35.43,75.39,75.76,1.2,94.56,3.5,0.82,44.64,1.36,0.46,1161.2,1966.0,,13.29,13.29,5229.58,232.57,19.93,47.27,77.2,30.23,54.07,71.28
Sturgiscity,11.86,23642.0,5.25,10.41,25.24,54.96,2.02,27.32,67.94,66.02,0.75,97.92,0.62,1.33,61.64,13.48,1.04,1925.9,1950.0,,19.08,200.38,2958.02,152.67,19.08,84.78,90.51,12.26,60.57,75.33
Alpharettacity,3.73,44335.0,2.63,2.21,7.51,30.38,4.88,38.49,80.28,80.8,2.55,95.22,1.36,1.85,57.0,0.19,0.48,659.9,1985.0,,0,60.9,1592.73,206.12,0,47.97,66.1,36.94,75.34,67.58
Jeffersontownship,2.43,48889.0,2.94,5.05,12.9,63.58,4.52,3.6,86.32,84.47,0.76,98.02,0.81,2.23,85.78,1.17,2.55,422.4,1961.0,,5.42,64.99,812.35,86.65,10.83,80.14,93.73,25.01,74.05,68.7
StevensPointcity,21.61,22194.0,5.96,11.51,20.01,40.95,3.44,69.19,73.08,74.2,0.51,95.73,2.79,0.85,51.58,2.55,0.79,1660.1,1956.0,4.66,0,195.9,5513.06,144.59,46.64,60.02,89.94,23.91,56.4,70.83
Woodlandcity,9.59,31671.0,7.85,10.84,23.84,43.89,10.63,20.95,72.38,68.95,1.26,77.47,3.07,26.16,57.19,4.04,1.94,4187.9,1972.0,4.65,74.4,427.78,2371.38,692.81,109.27,76.24,90.8,17.03,64.24,74.67
NorthBrunswicktownship,2.67,49900.0,3.08,6.11,16.13,48.19,14.98,26.12,81.65,79.76,11.07,80.05,6.81,5.81,64.55,0.62,1.11,2508.1,1975.0,,128.85,138.05,2294.69,536.86,24.54,73.61,84.95,32.71,70.47,74.43
Springfieldcity,20.87,21407.0,8.74,9.79,31.67,50.9,1.09,20.0,62.98,58.23,17.38,81.61,0.51,0.65,55.8,8.94,8.42,3485.1,1946.0,8.49,294.21,1111.77,5725.76,646.41,8.49,84.72,91.94,10.88,53.25,65.42
Richfieldcity,5.55,32405.0,3.61,4.34,11.92,58.81,3.94,14.65,73.49,74.37,2.61,93.49,2.81,1.07,66.92,0.85,0.18,5009.5,1956.0,,112.22,198.54,3239.91,480.52,14.39,84.59,91.27,20.91,68.81,80.98
Corsicanacity,21.04,21238.0,8.15,16.58,35.92,51.89,4.24,29.69,67.01,59.85,25.51,67.85,0.92,9.09,61.03,12.35,2.94,1062.7,1963.0,,162.83,398.51,5257.75,252.82,89.99,82.07,94.35,15.48,53.5,71.12
Wabashcity,11.79,25141.0,6.72,10.91,31.91,56.5,1.1,23.31,75.76,71.32,0.54,97.63,0.41,1.15,65.83,11.0,0.82,2204.9,1950.0,,8.09,169.92,1537.34,194.19,8.09,87.49,95.03,10.07,61.21,78.78
Woostercity,12.69,27148.0,5.93,6.41,20.68,45.18,2.24,39.72,73.14,71.98,3.49,95.03,1.17,0.63,57.48,4.35,2.4,1813.5,1959.0,,30.91,119.24,3170.82,128.07,30.91,76.13,86.81,23.99,60.43,68.31
LosAngelescity,18.86,30925.0,8.34,18.4,33.0,46.34,38.35,32.13,65.54,59.78,13.99,52.83,9.81,39.92,39.42,4.11,2.93,7168.1,1959.0,31.04,1108.27,1224.31,3435.8,1724.19,147.68,81.86,85.0,22.96,61.71,60.83
Harrisontown,11.55,33969.0,7.53,22.09,42.64,55.94,41.71,27.86,78.15,74.61,0.57,88.39,5.85,29.4,33.37,5.41,4.96,10587.5,1947.0,,249.24,294.56,2084.59,1827.79,7.55,75.53,84.35,15.25,61.36,63.1
Swanseatown,4.92,40117.0,4.6,12.11,26.72,74.48,5.39,5.18,87.21,82.93,0.34,98.9,0.43,0.59,87.8,0.44,8.68,644.9,1956.0,,98.5,98.5,1422.06,350.9,178.53,92.63,93.87,18.71,66.63,75.23
Superiorcity,17.1,20905.0,9.73,8.04,22.68,58.23,1.67,12.14,64.68,64.84,0.53,96.09,0.84,0.52,61.19,3.59,9.08,709.0,1939.0,3.6,54.02,154.85,5052.58,360.13,104.44,85.26,89.4,15.93,54.86,67.47
Monroecity,15.39,29088.0,7.38,12.86,30.11,58.47,2.42,30.87,69.43,67.56,4.62,93.26,0.84,1.81,60.39,4.08,3.41,2458.4,1947.0,,93.43,399.2,3129.91,237.82,55.21,87.55,92.57,14.23,53.96,60.79
Madisontownship,4.1,35575.0,4.98,4.85,22.08,59.5,1.78,18.75,81.33,76.31,2.27,96.66,0.62,0.64,77.36,2.34,1.52,401.2,1966.0,,9.45,207.85,1521.09,99.2,42.51,89.06,95.94,11.41,67.86,72.96
Seasidecity,12.22,28655.0,4.37,9.54,22.08,29.96,17.87,35.56,76.63,71.38,23.47,52.73,13.48,17.45,37.99,2.85,2.18,4254.3,1963.0,18.55,374.07,664.67,2609.21,262.78,64.92,49.89,57.18,14.69,74.2,64.03
Grapevinecity,4.24,48901.0,3.09,3.09,10.57,28.21,2.65,24.06,83.43,82.38,1.79,94.7,1.13,5.67,62.64,3.3,1.49,901.6,1983.0,,40.14,208.73,2076.59,184.65,37.46,48.93,74.43,35.12,77.58,70.31
Columbiacity,22.42,22059.0,4.91,5.02,12.8,27.44,6.02,55.89,70.25,67.89,9.93,85.14,4.12,1.31,43.76,3.85,2.92,1504.7,1969.0,1.34,144.55,401.52,4727.17,222.17,40.15,52.34,80.9,44.98,60.7,74.98
Lebanoncity,18.76,20711.0,10.38,9.34,27.85,45.97,2.53,4.01,69.32,67.52,0.16,97.25,0.79,2.11,58.47,6.39,1.35,2193.5,1964.0,,16.68,625.47,7789.18,316.9,0,77.1,85.23,9.35,51.94,68.26
WestChesterborough,17.07,31262.0,5.7,6.38,19.48,37.64,2.91,20.57,57.91,53.04,17.71,77.25,1.09,7.57,39.36,2.68,5.76,9469.3,1939.0,,153.46,291.04,3455.39,291.04,31.75,62.05,84.04,31.7,64.4,77.61
Eatontownborough,5.14,36864.0,4.16,5.91,14.77,42.34,10.49,24.31,81.05,81.36,12.49,78.85,6.59,4.64,45.11,0.51,0.77,2251.7,1966.0,,99.36,122.29,4532.25,313.36,0,68.54,74.09,26.1,70.74,66.99
Parkersburgcity,18.99,20461.0,8.01,13.76,30.81,56.47,0.8,14.34,67.27,64.43,1.7,97.7,0.3,0.29,62.93,9.3,3.41,2926.2,1951.0,9.03,54.2,117.43,2469.14,198.74,111.41,86.73,91.55,12.8,50.9,63.04
Spokanecity,17.34,22192.0,8.12,5.74,16.79,46.37,3.95,20.14,63.8,62.52,1.93,93.28,2.08,2.08,57.23,4.96,5.54,3058.9,1952.0,6.63,180.65,550.63,5595.64,372.53,37.76,79.52,86.38,21.03,55.06,65.71
Durangocity,18.78,22996.0,6.45,5.4,15.88,38.66,1.7,44.08,70.24,68.41,0.31,89.69,1.09,11.62,54.44,5.61,0.93,2561.8,1959.0,7.09,63.84,219.89,6554.12,248.26,0,59.12,81.96,31.31,57.7,83.98
Aberdeencity,18.3,21762.0,10.96,9.02,26.57,50.82,4.04,14.2,66.09,64.05,0.29,93.76,1.95,2.55,57.03,7.9,5.02,1510.9,1942.0,5.84,116.76,239.36,7204.16,245.2,157.63,83.1,90.53,12.41,49.82,52.28
Sumtercity,20.71,21221.0,5.4,10.29,22.13,42.04,1.85,24.94,68.18,63.09,38.25,59.81,1.16,1.58,47.39,9.27,2.74,1780.0,1964.0,11.66,417.46,981.86,3778.16,396.47,4.66,62.99,68.69,20.58,64.5,63.05
Burrillvilletown,5.55,37156.0,6.21,13.59,29.43,58.0,2.06,3.58,85.45,83.34,0.1,99.52,0.13,0.44,76.23,0.66,1.6,281.9,1964.0,,0,83.64,716.89,53.77,5.97,88.47,90.01,15.85,64.18,77.78
AnnArborcity,16.08,33344.0,3.81,2.22,6.08,32.91,10.9,41.96,75.87,75.13,9.04,81.98,7.69,2.58,43.2,1.05,1.1,4085.0,1963.0,1.83,117.89,307.06,3684.75,237.61,31.99,55.4,75.63,64.22,64.65,72.82
Derrytown,3.79,43419.0,5.47,3.83,13.71,43.71,3.55,9.22,83.82,82.6,0.93,97.6,0.82,1.37,62.79,2.19,4.17,798.4,1978.0,,23.4,70.2,2012.44,340.98,103.63,62.61,67.81,24.97,76.11,75.05
Daniacity,20.64,23269.0,8.89,13.67,39.4,49.25,13.69,17.67,49.89,42.44,31.3,67.17,0.5,6.09,55.75,8.39,4.41,2442.6,1971.0,28.26,989.26,1490.96,10005.65,2070.38,49.46,80.62,85.68,11.76,53.53,62.39
Salemcity,13.85,23684.0,5.19,7.17,26.28,55.22,1.29,13.29,75.67,73.46,0.47,99.0,0.32,0.48,64.47,6.51,3.09,2570.0,1946.0,,0,46.52,690.08,77.54,7.75,87.22,93.75,9.37,55.41,59.83
Greendalevillage,2.32,44735.0,2.38,3.31,10.83,65.23,2.97,6.22,83.29,82.14,0.15,97.68,1.74,1.18,71.46,0.0,0.0,2608.5,1966.0,6.78,33.92,27.13,4382.04,244.2,0,91.6,96.05,29.54,69.18,76.47
UnionCitycity,18.18,25655.0,10.87,28.42,49.46,54.33,55.09,24.34,59.81,56.12,5.11,74.68,2.09,75.62,21.76,11.73,2.37,44229.9,1940.0,1.77,507.07,321.55,2068.9,950.53,12.37,79.63,81.87,10.71,60.52,60.06
FosterCitycity,2.95,60462.0,3.4,1.67,4.96,42.19,22.51,27.59,82.87,82.17,3.23,73.48,21.98,5.77,60.12,0.0,0.19,7232.0,1975.0,3.38,57.39,121.54,1775.83,216.07,20.26,67.9,81.19,46.69,76.17,72.33
Flintcity,30.58,20176.0,18.29,8.86,30.71,55.55,1.62,5.21,42.57,39.1,47.94,49.58,0.49,2.85,58.09,10.3,20.85,4015.8,1953.0,34.55,747.84,1804.45,5542.92,1660.5,243.28,91.37,94.85,10.31,45.96,57.44
NewBrunswickcity,21.96,28289.0,8.85,15.92,34.0,38.48,16.76,37.73,50.14,42.94,29.58,57.37,3.96,19.33,32.33,8.98,7.46,7709.4,1949.0,12.05,749.76,696.72,4722.76,812.44,45.81,60.05,83.44,23.41,57.84,73.06
Houmacity,26.41,19397.0,8.38,19.02,37.41,58.39,0.79,3.33,67.57,60.66,24.96,71.0,0.77,1.41,64.51,8.66,6.72,2172.0,1962.0,15.87,247.56,1142.6,2716.86,311.04,12.7,92.72,96.99,12.55,49.62,52.3
EastPaloAltocity,17.55,29206.0,10.6,21.02,39.39,49.67,30.01,37.48,56.09,50.69,42.94,31.69,9.6,36.36,41.71,4.77,10.3,8883.0,1958.0,15.4,746.87,1539.94,1493.74,1131.86,142.44,74.38,87.8,15.6,61.09,70.88
Brentwoodcity,1.39,70287.0,3.1,0.72,4.95,47.37,2.97,27.52,92.24,90.37,1.59,96.96,1.3,0.5,92.93,0.0,0.42,544.6,1979.0,4.63,9.27,13.9,1839.84,101.96,0,55.72,73.85,54.34,66.76,56.24
LeagueCitycity,4.92,45043.0,3.09,3.66,10.8,40.8,5.85,15.43,84.23,82.29,5.13,88.12,2.32,11.74,70.96,3.13,2.14,566.3,1981.0,,37.04,68.79,2338.75,243.4,0,61.39,85.79,32.3,74.05,67.24
NewIberiacity,28.67,18506.0,13.03,23.72,42.88,60.27,2.4,10.08,64.43,58.17,33.32,64.22,1.97,2.28,61.12,10.32,5.14,3024.3,1962.0,5.91,144.68,147.63,4121.88,253.93,?,90.66,96.49,9.88,49.77,65.39
Astontownship,3.15,44083.0,3.4,6.68,19.5,69.64,2.38,7.24,84.63,83.13,0.36,99.14,0.41,0.52,88.99,0.78,1.8,2534.6,1961.0,,39.12,195.61,1421.4,208.65,39.12,92.93,96.32,20.47,67.85,77.18
GloucesterCitycity,9.18,28998.0,5.92,12.78,36.6,67.4,1.86,3.4,68.56,63.23,0.23,99.11,0.4,0.97,73.55,5.46,30.03,5549.8,1939.0,,56.32,64.37,2003.54,313.81,0,91.99,96.41,6.44,59.34,64.06
Shalertownship,2.95,36972.0,3.8,5.82,17.7,73.57,2.68,16.99,88.04,86.71,0.22,98.95,0.7,0.45,85.79,0.4,1.81,2653.4,1958.0,,12.88,64.4,943.46,141.68,3.22,94.82,96.58,21.18,62.67,67.81
Arnoldcity,5.38,34179.0,5.69,13.23,28.19,58.72,0.57,6.54,77.99,74.84,0.14,99.16,0.29,0.91,78.54,2.57,0.31,1615.9,1968.0,4.94,49.37,335.69,2473.22,153.03,19.75,75.47,94.05,9.17,67.52,74.27
Goshentownship,8.41,31617.0,5.71,12.41,37.21,59.15,0.21,33.33,82.92,78.62,0.44,99.17,0.17,0.22,88.97,3.41,2.31,355.3,1973.0,,7.67,53.66,1065.62,122.66,7.67,79.11,94.06,6.79,65.42,68.66
Chestercity,25.16,20864.0,12.4,13.42,37.84,60.94,2.04,12.21,40.76,34.16,65.17,32.0,0.39,3.77,53.11,8.36,35.34,8345.8,1944.0,70.83,1360.92,3311.24,3779.22,2410.71,156.83,89.22,92.81,7.68,50.54,69.12
UnionCitycity,17.18,20745.0,7.56,14.76,35.01,56.88,0.29,0.0,69.47,64.99,21.14,78.28,0.22,0.48,56.96,9.99,1.64,1158.3,1962.0,9.1,109.19,737.03,6424.02,282.07,63.69,83.12,91.67,11.45,54.95,69.35
Tampacity,19.44,22772.0,6.54,11.47,29.37,47.85,7.96,15.67,58.62,51.4,25.05,70.9,1.35,15.0,55.46,10.12,5.31,2487.1,1963.0,14.83,1022.83,2112.58,6393.64,2922.91,73.82,77.94,84.29,18.7,60.13,70.03
Dallascity,17.97,27489.0,7.43,12.32,26.55,44.14,12.5,27.63,63.68,57.49,29.5,55.3,2.18,20.88,44.1,8.02,12.32,2838.4,1968.0,30.42,712.03,905.78,5199.46,1675.96,127.05,79.44,88.73,27.12,65.59,67.59
Searcycity,17.5,20859.0,5.51,13.16,28.18,37.99,1.13,76.16,75.13,73.01,4.72,93.97,0.46,1.1,59.66,7.9,2.11,1076.0,1972.0,,21.86,21.86,3169.05,234.95,0,64.47,75.57,21.71,50.94,70.43
Bellinghamcity,16.68,24714.0,4.73,5.02,14.77,36.71,7.11,22.6,69.13,68.05,0.79,93.76,2.78,2.41,50.94,2.66,2.38,2287.7,1962.0,3.44,75.78,182.57,5475.46,449.54,53.39,65.63,86.27,28.16,61.09,69.73
BullheadCitycity,12.8,24814.0,6.64,5.73,27.56,32.66,4.01,18.62,70.0,63.4,0.52,95.28,0.72,6.5,62.43,15.04,0.35,491.9,1979.0,3.56,113.76,657.68,4607.34,657.68,67.55,50.56,54.64,10.13,53.26,74.27
CulverCitycity,6.68,42971.0,4.13,6.29,15.85,53.61,23.51,19.23,69.39,67.27,10.38,69.22,12.04,19.76,55.53,0.59,3.99,7336.0,1958.0,10.13,772.48,131.7,3672.47,1187.85,2.53,87.45,90.5,35.03,67.93,67.12
Newbergcity,10.71,26974.0,4.35,7.77,20.89,38.74,4.52,35.36,72.8,71.79,0.24,96.06,1.28,6.14,58.7,4.78,1.53,3015.2,1972.0,,20.15,181.32,3539.05,188.03,40.29,65.68,84.94,18.81,64.72,68.88
Readingcity,19.41,22112.0,8.63,16.1,41.57,55.06,4.29,28.82,55.5,49.62,9.71,78.64,1.42,18.48,55.92,6.52,9.05,7732.5,1939.0,7.66,708.13,426.16,4289.63,746.41,66.35,86.36,90.72,8.52,56.74,64.73
Rustoncity,30.26,17826.0,10.69,8.95,21.53,40.08,3.22,45.96,65.83,58.82,33.9,63.88,1.61,1.31,49.81,8.41,4.21,1118.3,1968.0,,187.67,1101.34,7501.98,158.04,19.76,60.91,86.15,33.99,47.49,68.77
Richmondcity,16.1,32165.0,9.43,9.43,23.31,51.11,15.57,25.29,54.71,49.56,43.76,36.18,11.83,14.52,54.47,3.37,9.87,2838.8,1957.0,58.83,1105.38,1982.21,4283.48,1651.85,126.72,74.41,91.6,22.15,58.46,67.87
Methuentown,7.2,37701.0,7.65,11.58,26.02,65.72,7.25,10.69,77.91,74.23,1.02,94.74,1.31,5.18,69.2,1.9,2.02,1722.8,1959.0,4.86,104.4,206.38,2435.23,1600.02,19.42,90.23,94.71,18.99,60.97,72.38
Florissantcity,3.29,36809.0,3.5,7.89,19.75,67.8,1.36,12.18,80.26,78.25,4.06,95.02,0.52,0.96,78.99,0.28,0.16,4843.5,1961.0,,71.37,96.44,2034.87,208.31,21.22,87.48,93.14,16.32,65.89,71.67
WestFargocity,7.44,29661.0,4.1,7.3,14.45,51.87,0.81,0.0,79.91,81.08,0.1,98.54,0.21,0.72,63.93,1.94,1.39,1674.9,1973.0,,0,14.46,2486.45,209.61,43.37,80.82,89.87,14.91,78.26,86.43
Douglascity,43.13,14994.0,19.22,36.43,51.9,55.97,34.29,25.27,63.83,56.55,1.07,71.46,0.47,83.47,63.15,13.44,4.11,2616.7,1952.0,,35.15,126.54,4759.23,991.21,0,78.65,84.96,9.47,40.11,52.44
Selmacity,35.71,15917.0,10.89,16.59,39.46,58.4,0.64,57.52,50.33,42.57,58.44,41.0,0.43,0.29,53.35,11.5,2.91,1647.8,1963.0,32.2,338.1,2740.99,7430.07,527.27,?,87.29,94.14,15.59,46.94,61.43
Nortoncity,5.4,34198.0,5.33,6.47,22.93,63.38,1.59,14.21,85.26,81.48,1.04,98.41,0.38,0.45,89.9,1.12,6.19,552.6,1957.0,,42.25,126.74,2036.33,84.5,33.8,88.95,95.13,14.11,60.94,65.29
Missioncity,37.33,17489.0,12.14,34.49,47.39,61.69,21.92,17.8,74.52,68.65,0.16,75.37,0.15,80.08,71.55,11.46,2.6,1990.9,1977.0,,30.64,143,3988.76,515.83,40.86,86.23,91.26,12.19,44.13,54.71
Middletownship,7.99,30524.0,7.94,11.19,30.12,56.46,2.97,32.8,76.66,71.83,13.09,84.93,1.09,1.5,82.01,3.06,3.2,200.0,1968.0,,19.84,145.5,2830.69,99.21,26.46,83.91,90.08,11.83,56.19,74.25
MountLaureltownship,1.99,50843.0,2.55,2.69,10.1,45.29,4.75,10.08,84.86,83.56,5.97,90.82,2.63,1.65,81.9,0.3,0.91,1339.6,1983.0,,32.27,58.09,1236.12,261.43,6.45,68.41,82.68,37.11,72.68,69.33
Greeleycity,19.46,23462.0,5.67,11.86,23.42,38.95,4.71,34.29,72.39,68.92,0.67,89.1,1.0,20.36,53.86,5.96,1.79,2057.1,1970.0,4.56,38,130.73,5095.31,259.93,62.32,69.03,84.29,25.08,62.52,71.54
CostaMesacity,9.17,40313.0,4.17,7.4,16.52,38.03,21.57,35.55,71.03,67.31,1.33,84.31,6.56,20.05,40.17,1.62,0.7,5980.4,1968.0,5.05,186.01,227.45,4971.59,985.63,26.28,73.97,83.94,27.26,74.47,70.72
LosAlamitoscity,4.38,45171.0,4.24,5.09,14.1,44.21,12.18,16.88,72.58,72.9,3.0,84.87,7.18,12.5,43.23,0.8,3.01,2798.7,1967.0,,149.09,182.22,2310.94,836.58,140.81,61.48,83.0,29.3,68.04,68.55
SouthOrangeVillagetownship,3.03,64338.0,3.64,3.25,9.98,58.51,11.93,17.64,84.96,82.74,18.69,76.63,3.42,3.27,75.01,0.87,0.32,5529.7,1939.0,,492.26,168.09,2989.55,2977.55,0,72.2,84.98,53.09,65.49,73.48
RedBluffcity,20.41,19474.0,9.88,8.65,21.66,43.85,5.19,24.77,63.66,60.99,0.56,91.22,1.06,8.95,50.21,4.53,0.4,1641.4,1967.0,,119.84,816.42,5759.87,561.76,67.41,71.77,90.59,10.49,48.71,53.18
Plainfieldtown,4.59,34466.0,2.43,3.42,15.5,48.8,0.8,26.51,79.63,78.71,0.44,98.73,0.41,0.4,66.78,3.7,0.0,2705.7,1966.0,,12.68,133.15,2079.63,145.83,12.68,70.65,89.48,18.85,67.82,75.54
Fredericksburgcity,12.29,26614.0,3.32,11.51,26.25,40.95,2.89,33.82,62.35,58.27,21.63,76.04,1.08,2.43,37.3,8.78,3.43,1746.9,1964.0,4.47,120.63,281.46,2819.1,142.97,53.61,53.34,82.58,26.07,61.46,74.18
Colleyvillecity,1.25,77530.0,3.12,2.33,6.98,41.63,3.42,29.89,93.6,90.88,0.67,96.74,1.71,2.26,94.36,0.2,0.47,937.0,1982.0,,5.29,21.17,1211.77,42.33,5.29,64.23,73.5,45.54,70.71,58.75
Pittsburgcity,10.79,38532.0,7.0,10.56,23.51,44.42,18.71,29.16,71.49,66.23,17.58,58.6,12.18,23.73,61.4,3.61,6.85,4222.7,1975.0,3.82,380.52,449.36,2587.15,502.9,34.42,75.07,88.89,14.35,64.56,65.81
MissionViejocity,1.96,61058.0,2.9,1.38,6.33,41.92,12.54,18.42,85.98,85.36,0.93,90.3,6.25,7.71,80.0,0.22,0.08,4027.7,1978.0,3.56,37.99,168.58,1827.05,261.18,41.55,72.76,83.65,39.1,72.49,65.83
LongBeachcity,16.82,31938.0,6.54,11.53,24.49,40.38,24.25,31.62,64.25,60.26,13.68,58.38,13.57,23.62,40.96,4.28,3.39,8287.7,1955.0,28.9,852.46,704.76,3235.53,1748.95,55.73,77.16,84.29,23.22,62.93,57.56
Duluthcity,16.57,23370.0,7.22,6.48,18.58,54.5,2.41,11.05,69.42,69.45,0.87,95.89,0.9,0.6,64.45,2.79,2.33,1220.6,1939.0,7.08,62.51,260.67,3852.28,316.11,16.51,81.66,92.46,22.51,55.07,69.97
Shelbycity,19.27,19829.0,8.57,16.77,38.97,53.44,1.14,30.54,48.59,44.02,42.5,57.03,0.23,0.47,52.75,9.54,4.07,1612.7,1960.0,18.67,435.68,890.02,5831.83,255.18,43.57,87.8,93.28,15.76,54.03,72.71
Coronacity,8.31,43555.0,5.76,10.42,23.88,32.85,18.68,29.3,81.42,76.95,2.76,75.88,7.1,30.36,63.94,2.36,0.23,2579.1,1982.0,1.07,253.84,234.56,3319.23,1428.8,24.63,50.62,87.02,17.96,68.96,65.63
Beverlycity,6.62,39603.0,5.42,3.83,12.89,57.57,4.96,11.87,75.42,72.49,0.86,97.63,1.02,1.15,58.91,1.13,1.52,2388.0,1948.0,,35.93,41.06,1511.57,272.03,10.27,85.18,90.62,27.98,65.77,71.13
CoralSpringscity,5.16,43428.0,3.85,3.42,10.81,33.35,11.37,25.17,81.78,81.54,3.48,93.08,2.12,7.12,62.4,1.05,0.47,3265.0,1982.0,1.06,44.67,229.72,3165.08,274.39,4.25,61.84,68.53,31.47,72.25,70.12
NorthBranfordtown,2.05,50798.0,2.81,3.9,15.75,71.27,3.02,2.04,87.61,86.25,1.26,97.99,0.51,0.89,87.57,0.31,1.55,503.3,1964.0,,7.6,38,1314.69,121.59,0,91.17,94.18,25.25,72.71,66.71
Geneseetownship,13.77,30160.0,11.36,8.36,27.6,64.11,1.49,7.24,66.84,65.5,8.16,89.99,0.26,2.08,84.31,4.14,6.16,791.2,1962.0,8.08,60.59,371.64,1943.04,367.6,36.36,93.41,97.68,5.6,52.95,61.72
SanBrunocity,4.77,42019.0,4.12,5.65,15.96,53.45,24.09,19.37,77.36,74.56,4.08,71.62,17.93,18.61,62.5,0.85,1.86,5846.5,1960.0,,134.95,127.59,3454.62,534.88,24.54,76.69,91.0,21.32,67.83,73.77
Valdostacity,23.83,21864.0,7.67,11.35,30.5,42.6,1.81,31.53,59.97,52.34,43.48,55.19,0.87,1.13,50.1,10.61,2.32,1451.1,1968.0,17.5,358.76,544.7,4348.87,350.01,6.56,71.56,84.71,21.1,59.19,68.02
OklahomaCitycity,15.86,25741.0,7.06,7.06,21.78,46.68,4.21,24.43,68.95,64.48,15.98,74.78,2.36,4.95,59.51,7.67,11.03,705.8,1967.0,17.16,369.77,892.47,6287.86,1188.04,90.08,78.69,89.51,21.57,62.66,70.22
PortLavacacity,20.44,21946.0,9.97,19.38,35.51,57.62,7.16,26.57,74.74,68.92,4.68,71.3,3.03,46.63,63.07,12.53,10.63,1642.4,1966.0,,67.98,1147.18,3713.46,237.93,50.99,82.01,94.19,10.78,55.43,60.33
Alicecity,28.5,18962.0,9.97,24.03,41.74,62.75,3.28,4.0,76.31,69.91,0.89,78.96,0.32,72.59,67.59,12.13,13.78,1631.1,1964.0,,48.19,587.92,4631.1,197.58,106.02,88.59,98.1,10.58,49.56,55.17
